tconst,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,release_year
tt2622294,Bleeding Hearts,Bleeding Hearts,2015,100.0,Horror,3.4,123,87,2015-02-03,Bleeding Hearts,1200000,0,0,2015
tt2637276,Ted 2,Ted 2,2015,115.0,Comedy,6.3,165843,55,2015-06-26,Ted 2,68000000,81476385,217214143,2015
tt2637294,Hot Tub Time Machine 2,Hot Tub Time Machine 2,2015,93.0,"Comedy,Mystery,Sci-Fi",5.1,34444,7,2015-02-20,Hot Tub Time Machine 2,14000000,12314651,12826644,2015
tt2638024,The Brain That Sings,The Brain That Sings,2013,62.0,"Documentary,Family",7.9,19,71,2015-08-11,The Brain That Sings,125000,0,0,2015
tt2638144,Ben-Hur,Ben-Hur,2016,123.0,"Action,Adventure,Drama",5.7,37975,23,2016-08-19,Ben-Hur,95000000,26410477,91669648,2016
tt2640460,Queen of the Mountains,Kurmanjan datka,2014,135.0,"Action,Biography,Drama",8.3,3239,27,2014-12-31,Kurmanjan datka,1400000,0,0,2014
tt2645670,Independence Daysaster,Independence Daysaster,2013,90.0,"Action,Adventure,Sci-Fi",3.4,974,32,2013-12-31,Independence Daysaster,1800000,0,0,2013
tt2649554,Midnight Special,Midnight Special,2016,112.0,"Action,Drama,Mystery",6.6,67921,35,2016-03-18,Midnight Special,18000000,3712282,7680250,2016
tt2654360,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,2012,88.0,Documentary,7.1,882,52,2013-04-17,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,500000,152449,152449,2013
tt2655734,Bang Bang Baby,Bang Bang Baby,2014,90.0,"Drama,Fantasy,Musical",5.0,469,21,2014-12-31,Bang Bang Baby,1000000,0,0,2014
tt2660118,Split,Split,2016,90.0,"Comedy,Romance,Sport",2.9,557,50,2017-01-20,Split,5000000,138141585,278964806,2017
tt3315656,Split,Split,2016,127.0,"Drama,Fantasy",3.6,380,50,2017-01-20,Split,5000000,138141585,278964806,2017
tt4972582,Split,Split,2016,117.0,"Horror,Thriller",7.3,358543,50,2017-01-20,Split,5000000,138141585,278964806,2017
tt5495666,Split,Split,2016,80.0,Drama,7.0,21,50,2017-01-20,Split,5000000,138141585,278964806,2017
tt6147768,Split,Split,2016,123.0,"Action,Drama,Sport",5.4,189,50,2017-01-20,Split,5000000,138141585,278964806,2017
tt2660888,Star Trek Beyond,Star Trek Beyond,2016,122.0,"Action,Adventure,Sci-Fi",7.1,209844,79,2016-07-22,Star Trek Beyond,185000000,158848340,335802233,2016
tt2667960,Miss Julie,Miss Julie,2014,129.0,"Drama,Romance",5.5,4598,33,2015-05-05,Miss Julie,5500000,0,863895,2015
tt2670524,Youth,Youth,2013,107.0,Drama,6.1,327,99,2015-12-04,Youth,13000000,2703296,24001573,2015
tt3312830,Youth,Youth,2015,124.0,"Comedy,Drama,Music",7.3,64418,99,2015-12-04,Youth,13000000,2703296,24001573,2015
tt5671384,Youth,Youth,2016,124.0,Drama,7.3,11,99,2015-12-04,Youth,13000000,2703296,24001573,2015
tt2671706,Fences,Fences,2016,139.0,Drama,7.2,86749,37,2016-12-16,Fences,24000000,57682904,64282881,2016
tt2674426,Me Before You,Me Before You,2016,106.0,"Drama,Romance",7.4,174567,20,2016-06-03,Me Before You,20000000,56245075,208265198,2016
tt2674454,Churchill,Churchill,2017,105.0,"Biography,Drama,History",6.3,12047,91,2017-06-02,Churchill,10000000,1279681,7582196,2017
tt2679042,Hitman: Agent 47,Hitman: Agent 47,2015,96.0,"Action,Adventure,Crime",5.7,80510,8,2015-08-21,Hitman: Agent 47,35000000,22467450,82182803,2015
tt2690138,The D Train,The D Train,2015,101.0,"Comedy,Drama",5.0,10066,34,2015-05-08,The D Train,3000000,669688,772366,2015
tt2692250,Night at the Museum: Secret of the Tomb,Night at the Museum: Secret of the Tomb,2014,98.0,"Adventure,Comedy,Family",6.2,93103,60,2014-12-19,Night at the Museum: Secret of the Tomb,127000000,113746621,353756621,2014
tt2692904,Locke,Locke,2013,85.0,Drama,7.1,120703,37,2014-04-25,Locke,2000000,1370646,2088390,2014
tt2693114,Amnesiac,Amnesiac,2013,90.0,"Drama,Horror,Thriller",2.3,104,72,2015-08-14,Amnesiac,3000000,0,0,2015
tt2837336,Amnesiac,Amnesiac,2014,90.0,"Drama,Horror,Mystery",4.3,3129,72,2015-08-14,Amnesiac,3000000,0,0,2015
tt2702724,The Boss,The Boss,2016,99.0,Comedy,5.4,39096,17,2016-04-08,The Boss,29000000,63077560,78652207,2016
tt2704210,All You Need Is Love,All You Need Is Love,2014,90.0,Documentary,6.8,9,59,2014-10-31,All You Need Is Love,300000,0,3565259,2014
tt8161226,All You Need Is Love,All You Need Is Love,2018,113.0,"Comedy,Romance",5.8,244,59,2014-10-31,All You Need Is Love,300000,0,3565259,2014
tt2704752,Above and Beyond,Above and Beyond,2014,90.0,"Adventure,Documentary,History",7.7,506,38,2015-01-30,Above and Beyond,1300000,288751,288751,2015
tt2704998,Game Night,Game Night,2018,100.0,"Action,Comedy,Crime",7.0,163279,94,2018-02-23,Game Night,37000000,69179066,117378084,2018
tt2709768,The Secret Life of Pets,The Secret Life of Pets,2016,87.0,"Adventure,Animation,Comedy",6.5,161997,26,2016-07-08,The Secret Life of Pets,75000000,368384330,886750534,2016
tt2713180,Fury,Fury,2014,134.0,"Action,Drama,War",7.6,381993,68,2014-10-17,Fury,80000000,85817906,210315681,2014
tt2717822,Blackhat,Blackhat,2015,133.0,"Action,Crime,Thriller",5.4,48427,47,2015-01-16,Blackhat,70000000,8005980,19665004,2015
tt2718492,Ida,Ida,2013,82.0,Drama,7.4,46819,3,2014-05-02,Ida,2600000,3827060,15298355,2014
tt2719848,Everest,Everest,2015,121.0,"Action,Adventure,Biography",7.1,181133,3,2015-09-18,Everest,65000000,43482270,221297061,2015
tt2720826,Birth of the Dragon,Birth of the Dragon,2016,95.0,"Action,Biography,Drama",5.4,6090,34,2017-08-25,Birth of the Dragon,31000000,6901965,7220490,2017
tt2722786,Jungle Shuffle,Jungle Shuffle,2014,85.0,"Adventure,Animation",4.8,223,40,2015-03-10,Jungle Shuffle,10000000,0,360898,2015
tt2723576,The Sleepwalker,The Sleepwalker,2014,91.0,Drama,4.9,632,2,2014-11-21,The Sleepwalker,1100000,2636,2636,2014
tt2726560,The Longest Ride,The Longest Ride,2015,123.0,"Drama,Romance",7.1,70327,61,2015-04-10,The Longest Ride,34000000,37446117,63802928,2015
tt2737304,Bird Box,Bird Box,2018,124.0,"Drama,Horror,Sci-Fi",6.6,218063,17,2018-12-13,Bird Box,19800000,0,0,2018
tt2739338,The Christmas Candle,The Christmas Candle,2013,100.0,"Drama,Family",6.2,1538,45,2013-11-15,The Christmas Candle,7000000,1632000,1933829,2013
tt2752688,Rosewater,Rosewater,2014,103.0,"Biography,Drama",6.6,9836,74,2014-11-14,Rosewater,10000000,3128941,3185717,2014
tt2752758,Devil's Due,Devil's Due,2014,89.0,"Horror,Mystery,Thriller",4.1,15502,14,2014-01-17,Devil's Due,7000000,15821461,36146087,2014
tt2752772,Sinister 2,Sinister 2,2015,97.0,"Horror,Mystery,Thriller",5.3,41782,91,2015-08-21,Sinister 2,10000000,27740955,54104225,2015
tt2759066,Dutch Kills,Dutch Kills,2015,90.0,"Crime,Drama,Thriller",5.1,82,52,2015-12-01,Dutch Kills,25000,0,0,2015
tt2768766,Faith Connections,Faith Connections,2013,115.0,"Biography,Documentary,Drama",7.1,149,27,2014-09-12,Faith Connections,550000,9111,9111,2014
tt2771200,Beauty and the Beast,Beauty and the Beast,2017,129.0,"Family,Fantasy,Musical",7.2,238325,35,2017-03-17,Beauty and the Beast,160000000,504014165,1259199706,2017
tt2771372,Veronica Mars,Veronica Mars,2014,107.0,"Crime,Drama,Mystery",6.8,46751,63,2014-03-14,Veronica Mars,6000000,3322127,3485383,2014
tt2784678,Top Five,Top Five,2014,102.0,"Comedy,Romance",6.4,24744,80,2014-12-12,Top Five,12000000,25317379,26001741,2014
tt2786328,The Circle,The Circle,2013,48.0,"Adventure,Documentary,History",7.6,8,4,2017-04-28,The Circle,18000000,20497844,40651864,2017
tt2943946,The Circle,The Circle,2017,93.0,"Drama,Horror,Thriller",5.1,17,4,2017-04-28,The Circle,18000000,20497844,40651864,2017
tt4287320,The Circle,The Circle,2017,110.0,"Drama,Sci-Fi,Thriller",5.3,72536,4,2017-04-28,The Circle,18000000,20497844,40651864,2017
tt2796678,The Opposite Sex,The Opposite Sex,2014,97.0,Comedy,4.6,821,48,2015-01-20,The Opposite Sex,3300000,0,50206,2015
tt2797642,The Night Visitor,The Night Visitor,2013,91.0,"Horror,Sci-Fi,Thriller",4.8,95,98,2015-11-10,The Night Visitor,100000,0,0,2015
tt2798920,Annihilation,Annihilation,2018,115.0,"Adventure,Drama,Horror",6.9,228664,32,2018-02-23,Annihilation,55000000,32732301,43070915,2018
tt2802144,Kingsman: The Secret Service,Kingsman: The Secret Service,2014,129.0,"Action,Adventure,Comedy",7.7,544510,29,2015-02-13,Kingsman: The Secret Service,94000000,128261724,404561724,2015
tt2814362,United Passions,United Passions,2014,110.0,"Drama,History,Sport",2.1,3878,6,2015-06-05,United Passions,30000000,918,168832,2015
tt2822672,Rock Dog,Rock Dog,2016,90.0,"Adventure,Animation,Comedy",5.9,3991,47,2017-02-24,Rock Dog,60000000,9420546,24148488,2017
tt2823054,Mike and Dave Need Wedding Dates,Mike and Dave Need Wedding Dates,2016,98.0,"Adventure,Comedy,Romance",6.0,74849,73,2016-07-08,Mike and Dave Need Wedding Dates,33000000,46009673,75898100,2016
tt2825768,The Outrageous Sophie Tucker,The Outrageous Sophie Tucker,2014,96.0,Documentary,7.3,60,77,2015-07-24,The Outrageous Sophie Tucker,500000,0,0,2015
tt2828996,A Haunted House 2,A Haunted House 2,2014,86.0,"Comedy,Fantasy",4.7,18085,89,2014-04-18,A Haunted House 2,4000000,17329487,21206861,2014
tt2848292,Pitch Perfect 2,Pitch Perfect 2,2015,115.0,"Comedy,Music",6.4,130692,14,2015-05-15,Pitch Perfect 2,29000000,184296230,287625468,2015
tt2852376,Heli,Heli,2013,105.0,"Crime,Drama,Romance",6.8,4379,100,2013-12-31,Heli,1000000,0,552614,2013
tt2866824,Tiger Orange,Tiger Orange,2014,75.0,Drama,6.6,1053,99,2015-07-07,Tiger Orange,100000,0,0,2015
tt2869728,Ride Along 2,Ride Along 2,2016,102.0,"Action,Comedy,Crime",5.9,48688,95,2016-01-15,Ride Along 2,40000000,90862685,124827316,2016
tt2870612,"As Above, So Below","As Above, So Below",2014,93.0,"Adventure,Horror,Mystery",6.2,66892,84,2014-08-29,"As Above, So Below",5000000,21222315,41824066,2014
tt2870708,Wish I Was Here,Wish I Was Here,2014,106.0,"Comedy,Drama",6.7,34907,61,2014-07-18,Wish I Was Here,6000000,3591299,6591365,2014
tt2872718,Nightcrawler,Nightcrawler,2014,117.0,"Crime,Drama,Thriller",7.9,404476,34,2014-10-31,Nightcrawler,8500000,32381218,50334418,2014
tt2872732,Lucy,Lucy,2014,89.0,"Action,Sci-Fi,Thriller",6.4,403194,83,2014-07-25,Lucy,40000000,126573960,457507776,2014
tt6142034,Lucy,Lucy,2016,40.0,Documentary,7.0,6,83,2014-07-25,Lucy,40000000,126573960,457507776,2014
tt2873282,Red Sparrow,Red Sparrow,2018,140.0,"Action,Drama,Thriller",6.6,136738,52,2018-03-02,Red Sparrow,69000000,46874505,145951861,2018
tt2883434,Black or White,Black or White,2014,121.0,Drama,6.6,10659,80,2015-01-30,Black or White,9000000,21571189,21971021,2015
tt2884206,I Origins,I Origins,2014,106.0,"Drama,Romance,Sci-Fi",7.4,104718,70,2014-07-18,I Origins,1000000,336472,852399,2014
tt2888046,Ip Man 3,Yip Man 3,2015,105.0,"Action,Biography,Drama",7.1,38637,20,2016-01-22,Yip Man 3,36000000,2679437,157300954,2016
tt2893490,Manglehorn,Manglehorn,2014,97.0,Drama,5.6,6564,41,2015-06-19,Manglehorn,4000000,132270,797439,2015
tt2910274,Obvious Child,Obvious Child,2014,84.0,"Comedy,Drama,Romance",6.8,21536,41,2014-06-06,Obvious Child,1000000,3122616,3324070,2014
tt2910814,The Signal,The Signal,2014,97.0,"Drama,Mystery,Sci-Fi",6.1,58407,26,2014-06-13,The Signal,4000000,600896,2665322,2014
tt2910904,The Dressmaker,The Dressmaker,2015,119.0,"Comedy,Drama",7.1,46833,57,2016-09-23,The Dressmaker,11900000,2022115,24041617,2016
tt2911666,John Wick,John Wick,2014,101.0,"Action,Crime,Thriller",7.4,449942,6,2014-10-24,John Wick,30000000,43037835,76235001,2014
tt2914838,R100,R100,2013,99.0,"Comedy,Drama",6.1,2133,32,2015-01-23,R100,5500000,24956,24956,2015
tt2918436,The Lazarus Effect,The Lazarus Effect,2015,83.0,"Horror,Mystery,Sci-Fi",5.2,37675,76,2015-02-27,The Lazarus Effect,5000000,25801570,38359310,2015
tt2923316,American Heist,American Heist,2014,94.0,"Action,Crime,Drama",5.1,15547,35,2015-07-21,American Heist,10000000,0,2341218,2015
tt2924392,Higher Power,Higher Power,2018,93.0,"Action,Sci-Fi,Thriller",5.3,2152,67,2018-05-11,Higher Power,500000,528,528,2018
tt2936180,Far from Men,Loin des hommes,2014,101.0,"Drama,War,Western",7.2,5851,52,2015-04-14,Loin des hommes,7700000,5336,1080428,2015
tt2937898,A Most Violent Year,A Most Violent Year,2014,125.0,"Crime,Drama,Thriller",7.0,60165,68,2014-12-31,A Most Violent Year,20000000,5749134,8846875,2014
tt2938464,The Hatching,The Hatching,2017,90.0,"Action,Adventure,Comedy",4.0,662,99,2016-03-15,The Hatching,5000000,0,0,2016
tt2938956,The Transporter Refueled,The Transporter Refueled,2015,96.0,"Action,Adventure,Crime",5.2,36201,34,2015-09-04,The Transporter Refueled,22000000,16029670,69698495,2015
tt2945796,The Rise of the Krays,The Rise of the Krays,2015,110.0,"Crime,Drama",5.0,1723,50,2016-02-02,The Rise of the Krays,2500000,0,0,2016
tt2948356,Zootopia,Zootopia,2016,108.0,"Adventure,Animation,Comedy",8.0,383446,57,2016-03-04,Zootopia,150000000,341268248,1019429616,2016
tt2950418,Greater,Greater,2016,130.0,"Biography,Family,Sport",7.2,3438,4,2016-08-26,Greater,9000000,2000093,2000093,2016
tt2952602,Kung Fu Jungle,Yi ge ren de wu lin,2014,100.0,"Action,Drama",6.5,8765,20,2015-04-24,Yi ge ren de wu lin,25000000,129115,129115,2015
tt2955096,Happy Christmas,Happy Christmas,2014,82.0,"Comedy,Drama",5.5,7217,4,2014-07-25,Happy Christmas,70000,30312,30312,2014
tt2967008,The Face of an Angel,The Face of an Angel,2014,101.0,"Crime,Drama",4.6,4211,56,2015-04-24,The Face of an Angel,26000000,0,0,2015
tt2967224,Hot Pursuit,Hot Pursuit,2015,87.0,"Action,Comedy,Crime",5.1,44723,79,2015-05-08,Hot Pursuit,35000000,34580201,45671512,2015
tt2968804,Drive Hard,Drive Hard,2014,92.0,"Action,Comedy,Crime",4.4,3907,54,2014-10-03,Drive Hard,12000000,0,0,2014
tt2974918,Alvin and the Chipmunks: The Road Chip,Alvin and the Chipmunks: The Road Chip,2015,92.0,"Adventure,Animation,Comedy",5.1,14507,56,2015-12-18,Alvin and the Chipmunks: The Road Chip,90000000,85886987,249517956,2015
tt2975578,The Purge: Anarchy,The Purge: Anarchy,2014,103.0,"Action,Horror,Sci-Fi",6.5,126203,71,2014-07-18,The Purge: Anarchy,9000000,71562550,111534881,2014
tt2975590,Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice,2016,151.0,"Action,Adventure,Fantasy",6.5,576909,18,2016-03-25,Batman v Superman: Dawn of Justice,250000000,330360194,867500281,2016
tt2978462,Dolphin Tale 2,Dolphin Tale 2,2014,107.0,"Drama,Family",6.4,7579,12,2014-09-12,Dolphin Tale 2,36000000,42024533,57824533,2014
tt2980210,A Hologram for the King,A Hologram for the King,2016,98.0,"Comedy,Drama,Romance",6.1,36062,47,2016-04-22,A Hologram for the King,35000000,4212494,11846010,2016
tt2980516,The Theory of Everything,The Theory of Everything,2014,123.0,"Biography,Drama,Romance",7.7,361534,35,2014-11-07,The Theory of Everything,15000000,35893537,123327692,2014
tt2980648,The Hundred-Foot Journey,The Hundred-Foot Journey,2014,122.0,"Comedy,Drama",7.3,69562,13,2014-08-08,The Hundred-Foot Journey,22000000,54235441,94270488,2014
tt2980708,Let's Kill Ward's Wife,Let's Kill Ward's Wife,2014,82.0,"Comedy,Crime",5.4,5164,93,2015-01-09,Let's Kill Ward's Wife,5000000,0,0,2015
tt2994190,Camp X-Ray,Camp X-Ray,2014,117.0,"Drama,War",6.9,36700,92,2014-10-17,Camp X-Ray,1000000,9837,101053,2014
tt3007512,The Water Diviner,The Water Diviner,2014,111.0,"Drama,History,War",7.1,66595,4,2015-04-24,The Water Diviner,22500000,4200117,31054727,2015
tt3013160,Alien Arrival,Arrowhead,2016,95.0,"Action,Adventure,Sci-Fi",4.5,1843,46,2017-06-16,Arrowhead,180000,0,0,2017
tt3014284,The Lego Ninjago Movie,The Lego Ninjago Movie,2017,101.0,"Action,Adventure,Animation",6.0,18926,20,2017-09-22,The Lego Ninjago Movie,70000000,59281555,122737201,2017
tt3014866,Criminal,Criminal,2016,113.0,"Action,Crime,Drama",6.3,51666,21,2016-04-15,Criminal,31500000,14708696,38771262,2016
tt3043194,The Vatican Exorcisms,The Vatican Exorcisms,2013,76.0,Horror,2.5,413,8,2013-12-31,The Vatican Exorcisms,1100000,0,0,2013
tt3045616,Mortdecai,Mortdecai,2015,107.0,"Action,Comedy,Crime",5.5,61366,48,2015-01-23,Mortdecai,60000000,7696134,30396134,2015
tt3062096,Inferno,Inferno,2016,121.0,"Action,Adventure,Crime",6.2,138978,64,2016-10-28,Inferno,75000000,34343574,219519367,2016
tt3219106,Inferno,Inferno,2014,113.0,Drama,6.3,183,64,2016-10-28,Inferno,75000000,34343574,219519367,2016
tt3072482,Hardcore Henry,Hardcore Henry,2015,96.0,"Action,Adventure,Sci-Fi",6.7,78226,100,2016-04-08,Hardcore Henry,2000000,9252038,17187434,2016
tt3072636,The Past is a Grotesque Animal,The Past is a Grotesque Animal,2014,77.0,"Biography,Documentary,Music",7.2,118,90,2014-06-19,The Past is a Grotesque Animal,100000,20056,20056,2014
tt3077214,Suffragette,Suffragette,2015,106.0,"Biography,Drama,History",6.9,34306,16,2015-10-23,Suffragette,14000000,4702420,34044909,2015
tt3095734,Monster Trucks,Monster Trucks,2016,104.0,"Action,Adventure,Comedy",5.7,13525,81,2017-01-13,Monster Trucks,125000000,33370166,61642798,2017
tt3099498,Tusk,Tusk,2014,102.0,"Comedy,Drama,Horror",5.3,40827,28,2014-09-19,Tusk,3000000,1821983,1887554,2014
tt3099638,Barfi,Barfi,2013,105.0,"Comedy,Romance",6.5,114,18,2012-09-14,Barfi,4600000,2804874,36751984,2012
tt3103166,The Masked Saint,The Masked Saint,2016,105.0,"Action,Biography,Crime",4.6,559,19,2016-01-08,The Masked Saint,3500000,182695,182695,2016
tt3104930,Da Sweet Blood of Jesus,Da Sweet Blood of Jesus,2014,123.0,"Comedy,Romance,Thriller",4.1,1212,56,2015-01-13,Da Sweet Blood of Jesus,1250000,0,0,2015
tt3104988,Crazy Rich Asians,Crazy Rich Asians,2018,120.0,"Comedy,Romance",7.0,96617,38,2018-08-15,Crazy Rich Asians,30000000,174532921,238099711,2018
tt3107890,Por amor en el caserio,Por amor en el caserio,2014,100.0,"Action,Drama,Romance",8.1,54,26,2015-12-22,Por amor en el caserio,1000000,0,0,2015
tt3110770,Road Hard,Road Hard,2015,98.0,Comedy,6.1,1681,2,2015-03-06,Road Hard,1500000,113169,113169,2015
tt3110958,Now You See Me 2,Now You See Me 2,2016,129.0,"Action,Adventure,Comedy",6.5,216219,66,2016-06-10,Now You See Me 2,90000000,65075540,328325007,2016
tt3111864,8 Days,8 Days,2014,90.0,"Drama,Thriller",5.0,102,48,2015-10-13,8 Days,2500000,0,0,2015
tt3125324,Beyond the Lights,Beyond the Lights,2014,116.0,"Drama,Music,Romance",6.9,14122,16,2014-11-14,Beyond the Lights,7000000,14618727,14618727,2014
tt3126876,Bucky and the Squirrels,Bucky and the Squirrels,2015,82.0,Comedy,4.2,61,84,2013-12-31,Bucky and the Squirrels,500000,0,0,2013
tt3130704,Light from the Darkroom,Light from the Darkroom,2014,90.0,"Action,Drama,Thriller",6.1,11,19,2014-12-31,Light from the Darkroom,600000,0,0,2014
tt3139764,Unsullied,Unsullied,2014,93.0,"Action,Horror,Thriller",4.3,278,87,2016-04-22,Unsullied,1500000,510957,510957,2016
tt3145220,Hits,Hits,2014,96.0,"Comedy,Drama",5.8,1706,88,2015-02-13,Hits,1000000,15156,15156,2015
tt3149360,Lucky Dog,Lucky Dog,2014,88.0,Family,5.4,49,92,2014-12-31,Lucky Dog,2000000,0,0,2014
tt3152288,Fight to the Finish,Fight to the Finish,2016,94.0,"Action,Romance,Sport",3.6,109,83,2015-12-31,Fight to the Finish,500000,0,0,2015
tt3152624,Trainwreck,Trainwreck,2015,125.0,"Comedy,Drama,Romance",6.2,121860,36,2015-07-17,Trainwreck,35000000,110212700,141123897,2015
tt3155604,The Geographer Drank His Globe Away,Geograf globus propil,2013,120.0,"Adventure,Drama,Romance",7.4,3943,55,2013-12-31,Geograf globus propil,4000000,0,4454853,2013
tt3157318,Dawn of the Crescent Moon,Dawn of the Crescent Moon,2014,95.0,"Drama,Sci-Fi,Thriller",5.1,42,2,2015-07-17,Dawn of the Crescent Moon,75000,8799,8799,2015
tt3164256,Rock the Kasbah,Rock the Kasbah,2015,106.0,"Comedy,Music,War",5.5,9587,28,2015-10-23,Rock the Kasbah,15000000,3020665,3386153,2015
tt3170832,Room,Room,2015,118.0,"Drama,Thriller",8.2,316791,80,2015-10-16,Room,13000000,14677674,36262783,2015
tt3172532,The Diary of a Teenage Girl,The Diary of a Teenage Girl,2015,102.0,"Comedy,Drama,Romance",6.9,27003,35,2015-08-07,The Diary of a Teenage Girl,2000000,1477002,2279959,2015
tt3181822,The Boy Next Door,The Boy Next Door,2015,91.0,"Horror,Thriller",4.7,34816,81,2015-01-23,The Boy Next Door,4000000,36006065,53401938,2015
tt3182620,Bitter Harvest,Bitter Harvest,2017,103.0,"Drama,Romance,War",6.1,3057,80,2017-02-24,Bitter Harvest,21000000,557241,606162,2017
tt3183630,Boy and the World,O Menino e o Mundo,2013,80.0,"Adventure,Animation,Family",7.6,5542,54,2015-12-11,O Menino e o Mundo,500000,129479,280967,2015
tt3183660,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,2016,132.0,"Adventure,Family,Fantasy",7.3,365353,85,2016-11-18,Fantastic Beasts and Where to Find Them,180000000,234037575,802402853,2016
tt3202120,Barbecue,Barbecue,2014,98.0,Comedy,6.1,2301,32,2014-12-26,Barbecue,10000000,388,247565,2014
tt6090268,Barbecue,Barbecue,2017,102.0,Documentary,6.5,356,32,2014-12-26,Barbecue,10000000,388,247565,2014
tt3210710,Western Religion,Western Religion,2015,105.0,"Adventure,Drama,Fantasy",4.0,190,5,2015-10-09,Western Religion,250000,0,0,2015
tt3212232,I Am Wrath,I Am Wrath,2016,92.0,"Action,Crime,Drama",5.4,11198,50,2016-04-15,I Am Wrath,18000000,0,309608,2016
tt3216348,Incarnate,Incarnate,2016,91.0,"Horror,Thriller",5.3,10217,39,2016-12-02,Incarnate,5000000,4799774,9371036,2016
tt3230082,The Blue Room,La chambre bleue,2014,76.0,"Crime,Romance,Thriller",6.3,2855,23,2014-10-03,La chambre bleue,1400000,260441,1945420,2014
tt4586720,La chambre bleue,La chambre bleue,2015,48.0,Documentary,6.2,6,23,2014-10-03,La chambre bleue,1400000,260441,1945420,2014
tt3235888,It Follows,It Follows,2014,100.0,"Horror,Mystery",6.9,182839,94,2015-03-13,It Follows,2000000,14674077,23250755,2015
tt3253232,The Bounce Back,The Bounce Back,2016,104.0,"Comedy,Romance",5.0,492,39,2016-12-09,The Bounce Back,3000000,321910,421404,2016
tt3262990,Brotherly Love,Brotherly Love,2015,89.0,Drama,6.7,1587,8,2015-04-24,Brotherly Love,1900000,478595,478595,2015
tt6096190,Brotherly Love,Brotherly Love,2017,118.0,Drama,5.8,48,8,2015-04-24,Brotherly Love,1900000,478595,478595,2015
tt3263904,Sully,Sully,2016,96.0,"Biography,Drama",7.5,202718,50,2016-09-09,Sully,60000000,125070033,238524556,2016
tt3276924,Heist,Heist,2015,93.0,"Action,Crime,Thriller",6.1,24740,25,2015-11-13,Heist,8900000,50136,3324131,2015
tt5112932,Heist,Heist,2015,47.0,Action,6.4,5,25,2015-11-13,Heist,8900000,50136,3324131,2015
tt3277624,Creative Control,Creative Control,2015,97.0,"Drama,Sci-Fi",5.4,1951,82,2016-03-11,Creative Control,1000000,63014,63014,2016
tt3289724,Welcome to Marwen,Welcome to Marwen,2018,116.0,"Biography,Comedy,Drama",6.1,8920,18,2018-12-21,Welcome to Marwen,45000000,10763520,12874922,2018
tt3300542,London Has Fallen,London Has Fallen,2016,99.0,"Action,Thriller",5.9,124757,80,2016-03-04,London Has Fallen,60000000,62524260,195194085,2016
tt3300572,Stung,Stung,2015,87.0,"Action,Adventure,Comedy",5.1,4257,46,2015-07-03,Stung,2500000,0,0,2015
tt3311588,Vessel,Vessel,2014,90.0,"Adventure,Biography,Documentary",7.5,194,71,2015-01-09,Vessel,800000,0,0,2015
tt3316948,American Ultra,American Ultra,2015,96.0,"Action,Comedy,Sci-Fi",6.1,76769,72,2015-08-21,American Ultra,28000000,14439985,30295028,2015
tt3316960,Still Alice,Still Alice,2014,101.0,Drama,7.5,116832,92,2015-01-16,Still Alice,5000000,18656400,41699612,2015
tt3319920,Regression,Regression,2015,106.0,"Crime,Horror,Mystery",5.7,33335,6,2015-10-30,Regression,20000000,55039,15824374,2015
tt3322940,Annabelle,Annabelle,2014,99.0,"Horror,Mystery,Thriller",5.4,122039,84,2014-10-03,Annabelle,6500000,84273813,256862920,2014
tt3332064,Pan,Pan,2015,111.0,"Adventure,Comedy,Family",5.8,55867,93,2015-10-09,Pan,150000000,35088320,151525973,2015
tt3333870,Antibirth,Antibirth,2016,94.0,Horror,4.9,2759,49,2016-09-02,Antibirth,2500000,0,0,2016
tt3343868,The Veil,The Veil,2017,93.0,"Action,Adventure,Sci-Fi",3.5,1236,64,2015-12-31,The Veil,4000000,0,0,2015
tt3533916,The Veil,The Veil,2016,93.0,Horror,4.8,6895,64,2015-12-31,The Veil,4000000,0,0,2015
tt3346224,Zipper,Zipper,2015,112.0,"Drama,Thriller",5.8,6120,57,2015-08-28,Zipper,4500000,0,0,2015
tt3348730,Jigsaw,Jigsaw,2017,92.0,"Crime,Horror,Mystery",5.8,57184,61,2017-10-27,Jigsaw,10000000,38052832,102445196,2017
tt3367294,Compadres,Compadres,2016,101.0,"Action,Comedy,Crime",4.7,876,21,2016-04-22,Compadres,3000000,3127773,7445044,2016
tt3371366,Transformers: The Last Knight,Transformers: The Last Knight,2017,154.0,"Action,Adventure,Sci-Fi",5.2,119007,33,2017-06-21,Transformers: The Last Knight,217000000,130168683,602893340,2017
tt3381068,Gnome Alone,Legend,2015,94.0,Horror,3.5,303,10,2015-11-20,Legend,25000000,1872994,42425450,2015
tt3555036,Legend,Legend,2014,168.0,"Action,Drama",6.5,1568,10,2015-11-20,Legend,25000000,1872994,42425450,2015
tt3569230,Legend,Legend,2015,132.0,"Biography,Crime,Drama",7.0,138947,10,2015-11-20,Legend,25000000,1872994,42425450,2015
