tconst,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,release_datetime,datetime_year
tt1242432,I Spit on Your Grave,I Spit on Your Grave,2010,108.0,"Horror,Thriller",6.3,68592.0,37,"Oct 8, 2010",I Spit on Your Grave,1750000,93051,1278471,2010-10-08,2010
tt1242460,We Need to Talk About Kevin,We Need to Talk About Kevin,2011,112.0,"Drama,Mystery,Thriller",7.5,123619.0,43,"Jan 13, 2012",We Need to Talk About Kevin,7000000,1738692,10765283,2012-01-13,2012
tt1243957,The Tourist,The Tourist,2010,103.0,"Action,Adventure,Thriller",6.0,206714.0,85,"Dec 10, 2010",The Tourist,100000000,67631157,278731369,2010-12-10,2010
tt1243974,Aloha,Aloha,2015,105.0,"Comedy,Drama,Romance",5.4,54646.0,3,"May 29, 2015",Aloha,37000000,21052030,25387091,2015-05-29,2015
tt1244659,Extraordinary Measures,Extraordinary Measures,2010,106.0,Drama,6.5,15673.0,33,"Jan 22, 2010",Extraordinary Measures,31000000,12482741,15826984,2010-01-22,2010
tt1244754,Conviction,Conviction,2010,107.0,"Biography,Crime,Drama",7.2,39771.0,28,"Oct 15, 2010",Conviction,12500000,6797696,11826980,2010-10-15,2010
tt7799386,Conviction,Une intime conviction,2018,110.0,Drama,7.0,234.0,28,"Oct 15, 2010",Conviction,12500000,6797696,11826980,2010-10-15,2010
tt1247436,Unforgettable,Unforgettable,2010,88.0,Documentary,5.9,7.0,4,"Apr 21, 2017",Unforgettable,12000000,11368012,16221211,2017-04-21,2017
tt2187167,Unforgettable,Unforgettable,2014,130.0,"Drama,Romance",5.5,49.0,4,"Apr 21, 2017",Unforgettable,12000000,11368012,16221211,2017-04-21,2017
tt3462710,Unforgettable,Unforgettable,2017,100.0,"Drama,Thriller",5.1,11489.0,4,"Apr 21, 2017",Unforgettable,12000000,11368012,16221211,2017-04-21,2017
tt5615904,Unforgettable,Soonjung,2016,113.0,"Drama,Romance",7.3,773.0,4,"Apr 21, 2017",Unforgettable,12000000,11368012,16221211,2017-04-21,2017
tt1247667,High School,High School,2010,99.0,Comedy,5.8,7060.0,15,"Jun 1, 2012",High School,10000000,139034,248133,2012-06-01,2012
tt1250777,Kick-Ass,Kick-Ass,2010,117.0,"Action,Comedy",7.6,497363.0,54,"Apr 16, 2010",Kick-Ass,28000000,48071303,97531134,2010-04-16,2010
tt1251743,Salvation Boulevard,Salvation Boulevard,2011,96.0,"Action,Comedy,Drama",5.3,4220.0,31,"Jul 15, 2011",Salvation Boulevard,5500000,28468,28468,2011-07-15,2011
tt1253863,300: Rise of an Empire,300: Rise of an Empire,2014,102.0,"Action,Fantasy,War",6.2,262978.0,26,"Mar 7, 2014",300: Rise of an Empire,110000000,106580051,330780051,2014-03-07,2014
tt1253864,Immortals,Immortals,2011,110.0,"Action,Drama,Fantasy",6.0,152992.0,45,"Nov 11, 2011",Immortals,75000000,83504017,211562435,2011-11-11,2011
tt1255919,Holmes & Watson,Holmes & Watson,2018,90.0,"Adventure,Comedy,Crime",3.8,17661.0,58,"Dec 25, 2018",Holmes & Watson,42000000,30568743,41926605,2018-12-25,2018
tt1255953,Incendies,Incendies,2010,131.0,"Drama,Mystery,War",8.3,124156.0,76,"Sep 17, 2010",Incendies,6800000,6857096,16038343,2010-09-17,2010
tt1258972,The Man with the Iron Fists,The Man with the Iron Fists,2012,95.0,Action,5.4,58185.0,79,"Nov 2, 2012",The Man with the Iron Fists,15000000,15634090,22018988,2012-11-02,2012
tt1259521,The Cabin in the Woods,The Cabin in the Woods,2011,95.0,Horror,7.0,338445.0,11,"Apr 13, 2012",The Cabin in the Woods,30000000,42073277,70689968,2012-04-13,2012
tt1259528,Den of Thieves,Den of Thieves,2018,140.0,"Action,Crime,Drama",7.0,69648.0,3,"Jan 19, 2018",Den of Thieves,30000000,44947622,80131391,2018-01-19,2018
tt1261945,Sex and the City 2,Sex and the City 2,2010,146.0,"Comedy,Drama,Romance",4.4,69199.0,16,"May 27, 2010",Sex and the City 2,95000000,95347692,294680778,2010-05-27,2010
tt1262416,Scream 4,Scream 4,2011,111.0,"Horror,Mystery",6.2,118779.0,55,"Apr 15, 2011",Scream 4,40000000,38180928,95989590,2011-04-15,2011
tt1265990,The Roommate,The Roommate,2011,91.0,"Drama,Thriller",4.9,33062.0,39,"Feb 4, 2011",The Roommate,16000000,37300107,52545707,2011-02-04,2011
tt1267297,Hercules,Hercules,2014,98.0,"Action,Adventure,Fantasy",6.0,137287.0,84,"Jul 25, 2014",Hercules,100000000,72688614,243388614,2014-07-25,2014
tt3985956,Hercules,Hercules,2014,112.0,Comedy,6.2,72.0,84,"Jul 25, 2014",Hercules,100000000,72688614,243388614,2014-07-25,2014
tt1268799,A Very Harold & Kumar 3D Christmas,A Very Harold & Kumar 3D Christmas,2011,90.0,"Adventure,Comedy",6.3,62151.0,53,"Nov 4, 2011",A Very Harold & Kumar 3D Christmas,20000000,35061031,36265745,2011-11-04,2011
tt1270262,The Devil's Double,The Devil's Double,2011,109.0,"Biography,Drama,Thriller",7.1,58342.0,23,"Jul 29, 2011",The Devil's Double,19100000,1361512,5965646,2011-07-29,2011
tt1270761,Don't Be Afraid of the Dark,Don't Be Afraid of the Dark,2010,99.0,"Fantasy,Horror,Thriller",5.6,44490.0,43,"Aug 26, 2011",Don't Be Afraid of the Dark,25000000,24046682,39126427,2011-08-26,2011
tt1270797,Venom,Venom,2018,112.0,"Action,Sci-Fi,Thriller",6.7,275406.0,3,"Oct 5, 2018",Venom,116000000,213511408,853628605,2018-10-05,2018
tt1931601,Venom,Venom,2011,92.0,Thriller,3.0,162.0,3,"Oct 5, 2018",Venom,116000000,213511408,853628605,2018-10-05,2018
tt1270798,X-Men: First Class,X: First Class,2011,131.0,"Action,Adventure,Sci-Fi",7.7,608930.0,42,"Jun 3, 2011",X-Men: First Class,160000000,146408305,355408305,2011-06-03,2011
tt1272878,2 Guns,2 Guns,2013,109.0,"Action,Comedy,Crime",6.7,182025.0,39,"Aug 2, 2013",2 Guns,61000000,75612460,132493015,2013-08-02,2013
tt1272886,Small Apartments,Small Apartments,2012,96.0,"Comedy,Crime,Drama",6.1,6688.0,90,"Feb 8, 2013",Small Apartments,2000000,0,0,2013-02-08,2013
tt1273221,London Fields,London Fields,2018,118.0,"Crime,Mystery,Thriller",4.3,2871.0,24,"Oct 26, 2018",London Fields,8000000,252676,433732,2018-10-26,2018
tt1273678,The Spy Next Door,The Spy Next Door,2010,94.0,"Action,Comedy,Family",5.5,36767.0,68,"Jan 15, 2010",The Spy Next Door,28000000,24307106,46752858,2010-01-15,2010
tt1274300,The Tempest,The Tempest,2010,110.0,"Comedy,Drama,Fantasy",5.4,7073.0,1,"Dec 10, 2010",The Tempest,20000000,277943,277943,2010-12-10,2010
tt1683003,The Tempest,The Tempest,2010,131.0,Drama,7.8,94.0,1,"Dec 10, 2010",The Tempest,20000000,277943,277943,2010-12-10,2010
tt3840898,The Tempest,The Tempest,2014,169.0,"Comedy,Drama",8.5,171.0,1,"Dec 10, 2010",The Tempest,20000000,277943,277943,2010-12-10,2010
tt1274586,Dying of the Light,Dying of the Light,2014,94.0,"Drama,Thriller",4.4,8888.0,85,"Dec 5, 2014",Dying of the Light,5000000,0,74639,2014-12-05,2014
tt1276104,Looper,Looper,2012,113.0,"Action,Crime,Drama",7.4,500595.0,69,"Sep 28, 2012",Looper,30000000,66486205,170466405,2012-09-28,2012
tt1277953,Madagascar 3: Europe's Most Wanted,Madagascar 3: Europe's Most Wanted,2012,93.0,"Adventure,Animation,Comedy",6.8,146858.0,97,"Jun 8, 2012",Madagascar 3: Europe's Most Wanted,145000000,216391482,746921271,2012-06-08,2012
tt1279935,Date Night,Date Night,2010,88.0,"Comedy,Crime,Romance",6.3,144683.0,99,"Apr 9, 2010",Date Night,55000000,98711404,152269033,2010-04-09,2010
tt1282046,Fort McCoy,Fort McCoy,2011,100.0,"Drama,History,War",5.9,319.0,49,"Aug 15, 2014",Fort McCoy,3000000,78948,78948,2014-08-15,2014
tt1282140,Easy A,Easy A,2010,92.0,"Comedy,Drama,Romance",7.1,330125.0,67,"Sep 17, 2010",Easy A,8000000,58401464,76200721,2010-09-17,2010
tt1284575,Bad Teacher,Bad Teacher,2011,92.0,"Comedy,Romance",5.7,181189.0,27,"Jun 24, 2011",Bad Teacher,19000000,100292856,215448997,2011-06-24,2011
tt1285009,The Strangers: Prey at Night,The Strangers: Prey at Night,2018,85.0,Horror,5.2,21614.0,79,"Mar 9, 2018",The Strangers: Prey at Night,5000000,24431472,29960051,2018-03-09,2018
tt1285016,The Social Network,The Social Network,2010,120.0,"Biography,Drama",7.7,568578.0,91,"Oct 1, 2010",The Social Network,40000000,96962694,224922135,2010-10-01,2010
tt1287468,Cats & Dogs: The Revenge of Kitty Galore,Cats & Dogs: The Revenge of Kitty Galore,2010,82.0,"Action,Comedy,Family",4.3,12642.0,17,"Jul 30, 2010",Cats & Dogs: The Revenge of Kitty Galore,85000000,43585753,113026383,2010-07-30,2010
tt1288558,Evil Dead,Evil Dead,2013,91.0,"Fantasy,Horror,Thriller",6.5,146399.0,77,"Apr 5, 2013",Evil Dead,17000000,54239856,97778356,2013-04-05,2013
tt1289401,Ghostbusters,Ghostbusters,2016,116.0,"Action,Comedy,Fantasy",5.2,186788.0,4,"Jul 15, 2016",Ghostbusters,144000000,128350574,229008658,2016-07-15,2016
tt1289419,N-Secure,N-Secure,2010,105.0,"Crime,Drama,Thriller",3.6,587.0,54,"Oct 15, 2010",N-Secure,1600000,2595644,2595644,2010-10-15,2010
tt1291150,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2014,101.0,"Action,Adventure,Comedy",5.8,192220.0,68,"Aug 8, 2014",Teenage Mutant Ninja Turtles,125000000,191204754,485004754,2014-08-08,2014
tt1291584,Warrior,Warrior,2011,140.0,"Drama,Sport",8.2,403755.0,74,"Sep 9, 2011",Warrior,25000000,13657115,24215385,2011-09-09,2011
tt1293847,xXx: Return of Xander Cage,xXx: Return of Xander Cage,2017,107.0,"Action,Adventure,Thriller",5.2,77976.0,15,"Jan 20, 2017",xXx: Return of Xander Cage,85000000,44898413,345033359,2017-01-20,2017
tt1294226,The Last Song,The Last Song,2010,107.0,"Drama,Music,Romance",6.0,74914.0,15,"Mar 31, 2010",The Last Song,20000000,62950384,92678948,2010-03-31,2010
tt1296373,The FP,The FP,2011,82.0,Comedy,5.6,1541.0,12,"Mar 16, 2012",The FP,60000,0,0,2012-03-16,2012
tt1298649,The Watch,The Watch,2012,102.0,"Action,Comedy,Horror",5.7,115757.0,27,"Jul 27, 2012",The Watch,55000000,34353000,67130045,2012-07-27,2012
tt1298650,Pirates of the Caribbean: On Stranger Tides,Pirates of the Caribbean: On Stranger Tides,2011,136.0,"Action,Adventure,Fantasy",6.6,447624.0,2,"May 20, 2011",Pirates of the Caribbean: On Stranger Tides,410600000,241063875,1045663875,2011-05-20,2011
tt1300854,Iron Man 3,Iron Man Three,2013,130.0,"Action,Adventure,Sci-Fi",7.2,692794.0,48,"May 3, 2013",Iron Man 3,200000000,408992272,1215392272,2013-05-03,2013
tt1302011,Kung Fu Panda 2,Kung Fu Panda 2,2011,90.0,"Action,Adventure,Animation",7.2,228465.0,74,"May 26, 2011",Kung Fu Panda 2,150000000,165249063,664837547,2011-05-26,2011
tt1302067,Yogi Bear,Yogi Bear,2010,80.0,"Adventure,Animation,Comedy",4.6,18934.0,62,"Dec 17, 2010",Yogi Bear,80000000,100246011,204774690,2010-12-17,2010
tt1303803,Standing Ovation,Standing Ovation,2010,105.0,Musical,3.3,658.0,11,"Jul 16, 2010",Standing Ovation,5600000,531806,531806,2010-07-16,2010
tt1305583,Our Family Wedding,Our Family Wedding,2010,103.0,"Comedy,Romance",4.9,6417.0,95,"Mar 12, 2010",Our Family Wedding,14000000,20255281,21410546,2010-03-12,2010
tt1305591,Mars Needs Moms,Mars Needs Moms,2011,88.0,"Adventure,Animation,Family",5.4,19823.0,94,"Mar 11, 2011",Mars Needs Moms,150000000,21392758,39549758,2011-03-11,2011
tt1306980,50/50,50/50,2011,100.0,"Comedy,Drama,Romance",7.7,300475.0,73,"Sep 30, 2011",50/50,8000000,35016118,41334735,2011-09-30,2011
tt1734060,50/50,50/50,2010,77.0,Documentary,7.5,11.0,73,"Sep 30, 2011",50/50,8000000,35016118,41334735,2011-09-30,2011
tt1307068,Seeking a Friend for the End of the World,Seeking a Friend for the End of the World,2012,101.0,"Adventure,Comedy,Drama",6.7,102047.0,48,"Jun 22, 2012",Seeking a Friend for the End of the World,10000000,7078738,11766959,2012-06-22,2012
tt1308729,Bullet to the Head,Bullet to the Head,2012,92.0,"Action,Crime,Thriller",5.7,44816.0,42,"Feb 1, 2013",Bullet to the Head,55000000,9489829,22597969,2013-02-01,2013
tt1313092,Animal Kingdom,Animal Kingdom,2010,113.0,"Crime,Drama",7.3,51576.0,71,"Aug 13, 2010",Animal Kingdom,4200000,1044039,8078683,2010-08-13,2010
tt7016298,Animal Kingdom,Animal Kingdom,2017,121.0,"Drama,Fantasy,Horror",,,71,"Aug 13, 2010",Animal Kingdom,4200000,1044039,8078683,2010-08-13,2010
tt1314190,3 Backyards,3 Backyards,2010,88.0,Drama,5.0,611.0,51,"Mar 11, 2011",3 Backyards,300000,39475,39475,2011-03-11,2011
tt1314655,Devil,Devil,2010,80.0,"Horror,Mystery,Thriller",6.2,122080.0,71,"Sep 17, 2010",Devil,10000000,33679655,63354114,2010-09-17,2010
tt7442358,Devil,Akuma,2018,89.0,Drama,,,71,"Sep 17, 2010",Devil,10000000,33679655,63354114,2010-09-17,2010
tt1316616,There Be Dragons,There Be Dragons,2011,122.0,"Biography,Drama,War",5.8,4326.0,21,"May 6, 2011",There Be Dragons,36000000,1069334,4020990,2011-05-06,2011
tt1318514,Rise of the Planet of the Apes,Rise of the Planet of the Apes,2011,105.0,"Action,Drama,Sci-Fi",7.6,473020.0,31,"Aug 5, 2011",Rise of the Planet of the Apes,93000000,176760185,470986200,2011-08-05,2011
tt1319716,It's a Wonderful Afterlife,It's a Wonderful Afterlife,2010,100.0,"Comedy,Drama,Fantasy",5.4,1361.0,36,"Oct 8, 2010",It's a Wonderful Afterlife,10000000,0,1642939,2010-10-08,2010
tt1320244,The Last Exorcism,The Last Exorcism,2010,87.0,"Drama,Horror,Thriller",5.6,45815.0,15,"Aug 27, 2010",The Last Exorcism,1800000,41034350,70165900,2010-08-27,2010
tt1320253,The Expendables,The Expendables,2010,103.0,"Action,Adventure,Thriller",6.5,307897.0,34,"Aug 13, 2010",The Expendables,82000000,103068524,268268174,2010-08-13,2010
tt1320261,Gulliver's Travels,Gulliver's Travels,2010,85.0,"Adventure,Comedy,Family",4.9,61178.0,13,"Dec 25, 2010",Gulliver's Travels,112000000,42779261,232017848,2010-12-25,2010
tt1320291,The Reef,The Reef,2010,94.0,"Adventure,Drama,Horror",5.8,15194.0,33,"Dec 31, 2010",The Reef,10000000,0,15037867,2010-12-31,2010
tt1321509,Death at a Funeral,Death at a Funeral,2010,92.0,Comedy,5.7,42042.0,64,"Apr 16, 2010",Death at a Funeral,21000000,42739347,48977233,2010-04-16,2010
tt1321860,The Beaver,The Beaver,2011,91.0,Drama,6.7,45173.0,79,"May 6, 2011",The Beaver,21000000,970816,5046038,2011-05-06,2011
tt1321869,The Lovers,The Lovers,2013,109.0,"Action,Adventure,Romance",4.6,2867.0,56,"Mar 13, 2015",The Lovers,35000000,0,53899,2015-03-13,2015
tt5770620,The Lovers,The Lovers,2017,97.0,"Comedy,Drama,Romance",6.1,2751.0,56,"Mar 13, 2015",The Lovers,35000000,0,53899,2015-03-13,2015
tt1321870,Gangster Squad,Gangster Squad,2013,113.0,"Action,Crime,Drama",6.7,195560.0,4,"Jan 11, 2013",Gangster Squad,60000000,46000903,104100903,2013-01-11,2013
tt1322269,August: Osage County,August: Osage County,2013,121.0,"Comedy,Drama",7.2,79383.0,15,"Dec 25, 2013",August: Osage County,25000000,37738810,50738810,2013-12-25,2013
tt1322312,Going the Distance,Going the Distance,2010,102.0,"Comedy,Romance",6.3,54421.0,11,"Sep 3, 2010",Going the Distance,32000000,17804299,43603990,2010-09-03,2010
tt5127484,Going the Distance,Going the Distance,2015,65.0,Comedy,,,11,"Sep 3, 2010",Going the Distance,32000000,17804299,43603990,2010-09-03,2010
tt6135412,Going the Distance,Kazoku e,2016,117.0,MISSING,3.9,13.0,11,"Sep 3, 2010",Going the Distance,32000000,17804299,43603990,2010-09-03,2010
tt1323045,Frozen,Frozen,2010,93.0,"Adventure,Drama,Sport",6.2,62311.0,56,"Nov 22, 2013",Frozen,150000000,400738009,1272469910,2013-11-22,2013
tt1611845,Frozen,Wai nei chung ching,2010,92.0,"Fantasy,Romance",5.4,75.0,56,"Nov 22, 2013",Frozen,150000000,400738009,1272469910,2013-11-22,2013
tt2294629,Frozen,Frozen,2013,102.0,"Adventure,Animation,Comedy",7.5,516998.0,56,"Nov 22, 2013",Frozen,150000000,400738009,1272469910,2013-11-22,2013
tt1323594,Despicable Me,Despicable Me,2010,95.0,"Animation,Comedy,Family",7.7,464511.0,50,"Jul 9, 2010",Despicable Me,69000000,251513985,543464573,2010-07-09,2010
tt1325004,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,2010,124.0,"Adventure,Drama,Fantasy",5.0,211733.0,53,"Jun 30, 2010",The Twilight Saga: Eclipse,68000000,300531751,706102828,2010-06-30,2010
tt1327194,The Lucky One,The Lucky One,2012,101.0,"Drama,Romance",6.5,94359.0,87,"Apr 20, 2012",The Lucky One,25000000,60457138,96633833,2012-04-20,2012
tt1327601,Something Wicked,Something Wicked,2014,95.0,"Drama,Horror,Mystery",4.8,1243.0,68,"Mar 17, 2015",Something Wicked,3000000,0,0,2015-03-17,2015
tt1327709,Cyrus,Cyrus,2010,87.0,"Crime,Horror,Mystery",4.7,944.0,27,"Jun 18, 2010",Cyrus,7000000,7468936,10062896,2010-06-18,2010
tt1336617,Cyrus,Cyrus,2010,91.0,"Comedy,Drama,Romance",6.3,32457.0,27,"Jun 18, 2010",Cyrus,7000000,7468936,10062896,2010-06-18,2010
tt1327773,Lee Daniels' The Butler,The Butler,2013,132.0,"Biography,Drama",7.2,102468.0,45,"Aug 16, 2013",Lee Daniels' The Butler,30000000,116632095,177025498,2013-08-16,2013
tt1328873,Death Calls,Death Calls,2010,90.0,"Action,Adventure,Mystery",4.6,33.0,67,"Dec 31, 2010",Death Calls,290000,0,0,2010-12-31,2010
tt1333125,Movie 43,Movie 43,2013,94.0,Comedy,4.3,92980.0,39,"Jan 25, 2013",Movie 43,10000000,8840453,31164747,2013-01-25,2013
tt1334260,Never Let Me Go,Never Let Me Go,2010,103.0,"Drama,Romance,Sci-Fi",7.1,130084.0,29,"Sep 15, 2010",Never Let Me Go,15000000,2434652,11173718,2010-09-15,2010
tt1334512,Arthur,Arthur,2011,110.0,"Comedy,Romance",5.7,49013.0,67,"Apr 8, 2011",Arthur,40000000,33035397,47787943,2011-04-08,2011
tt1334553,The Perfect Host,The Perfect Host,2010,93.0,"Comedy,Crime,Thriller",6.8,23378.0,84,"Jul 1, 2011",The Perfect Host,1000000,48764,51587,2011-07-01,2011
tt1335975,47 Ronin,47 Ronin,2013,128.0,"Action,Adventure,Drama",6.3,135754.0,12,"Dec 25, 2013",47 Ronin,175000000,38362475,151716815,2013-12-25,2013
tt1336608,Rock of Ages,Rock of Ages,2012,123.0,"Comedy,Drama,Musical",5.9,69910.0,29,"Jun 15, 2012",Rock of Ages,70000000,38518613,61031932,2012-06-15,2012
tt1340800,Tinker Tailor Soldier Spy,Tinker Tailor Soldier Spy,2011,122.0,"Drama,Mystery,Thriller",7.1,174890.0,72,"Dec 9, 2011",Tinker Tailor Soldier Spy,21000000,24149393,81452811,2011-12-09,2011
tt1341167,Four Lions,Four Lions,2010,97.0,"Comedy,Crime,Drama",7.3,66209.0,79,"Nov 5, 2010",Four Lions,3750000,310007,2436111,2010-11-05,2010
tt1342096,Butterfly,Butterfly,2010,90.0,"Horror,Thriller",4.7,53.0,98,"Dec 31, 2010",Butterfly,250000,0,0,2010-12-31,2010
tt3919820,Butterfly,Mariposa,2015,103.0,"Comedy,Drama,Romance",6.2,224.0,98,"Dec 31, 2010",Butterfly,250000,0,0,2010-12-31,2010
tt9121568,Butterfly,Butterfly,2018,80.0,"Documentary,Sport",7.8,16.0,98,"Dec 31, 2010",Butterfly,250000,0,0,2010-12-31,2010
tt1343092,The Great Gatsby,The Great Gatsby,2013,143.0,"Drama,Romance",7.3,433165.0,70,"May 10, 2013",The Great Gatsby,190000000,144840419,351040419,2013-05-10,2013
tt1343727,Dredd,Dredd,2012,95.0,"Action,Crime,Sci-Fi",7.1,234616.0,15,"Sep 21, 2012",Dredd,45000000,13414714,41467606,2012-09-21,2012
tt1345836,The Dark Knight Rises,The Dark Knight Rises,2012,164.0,"Action,Thriller",8.4,1387769.0,11,"Jul 20, 2012",The Dark Knight Rises,275000000,448139099,1084439099,2012-07-20,2012
tt1350546,Redemption,Redemption,2011,97.0,"Adventure,Drama,Romance",4.5,98.0,97,"Jun 28, 2013",Redemption,23000000,36686,13593473,2013-06-28,2013
tt1893256,Redemption,Hummingbird,2013,100.0,"Action,Crime,Drama",6.2,61317.0,97,"Jun 28, 2013",Redemption,23000000,36686,13593473,2013-06-28,2013
tt2342496,Redemption,Redemption,2012,44.0,"Adventure,Documentary,Sport",,,97,"Jun 28, 2013",Redemption,23000000,36686,13593473,2013-06-28,2013
tt3059814,Redemption,Redemption,2013,115.0,"Drama,Music,Thriller",,,97,"Jun 28, 2013",Redemption,23000000,36686,13593473,2013-06-28,2013
tt3104228,Redemption,Sha jie,2013,110.0,"Family,Horror,Romance",4.6,25.0,97,"Jun 28, 2013",Redemption,23000000,36686,13593473,2013-06-28,2013
tt3279418,Redemption,Redemption,2013,106.0,"Drama,Mystery,Thriller",8.4,5.0,97,"Jun 28, 2013",Redemption,23000000,36686,13593473,2013-06-28,2013
tt8666442,Redemption,Geula,2018,104.0,Drama,7.2,42.0,97,"Jun 28, 2013",Redemption,23000000,36686,13593473,2013-06-28,2013
tt1351685,Jack the Giant Slayer,Jack the Giant Slayer,2013,114.0,"Adventure,Fantasy",6.3,123127.0,66,"Mar 1, 2013",Jack the Giant Slayer,195000000,65187603,197687603,2013-03-01,2013
tt1355630,If I Stay,If I Stay,2014,107.0,"Drama,Fantasy,Music",6.8,107625.0,73,"Aug 22, 2014",If I Stay,11000000,50474843,78356170,2014-08-22,2014
tt1355631,The Infiltrator,The Infiltrator,2016,127.0,"Biography,Crime,Drama",7.0,61547.0,32,"Jul 13, 2016",The Infiltrator,47500000,15436808,20718104,2016-07-13,2016
tt1355644,Passengers,Passengers,2016,116.0,"Drama,Romance,Sci-Fi",7.0,311083.0,28,"Dec 21, 2016",Passengers,110000000,100014699,302239672,2016-12-21,2016
tt1355683,Black Mass,Black Mass,2015,123.0,"Biography,Crime,Drama",6.9,155847.0,59,"Sep 18, 2015",Black Mass,53000000,62575678,98837872,2015-09-18,2015
tt1360826,Rust,Rust,2010,95.0,Drama,5.6,404.0,93,"Oct 5, 2010",Rust,250000,0,0,2010-10-05,2010
tt1833781,Rust,Ruggine,2011,109.0,Drama,6.1,412.0,93,"Oct 5, 2010",Rust,250000,0,0,2010-10-05,2010
tt3490320,Rust,Rust,2015,75.0,"Horror,Thriller",6.1,22.0,93,"Oct 5, 2010",Rust,250000,0,0,2010-10-05,2010
tt4696758,Rust,Rust,2015,10.0,Documentary,,,93,"Oct 5, 2010",Rust,250000,0,0,2010-10-05,2010
tt7467324,Rust,Ferrugem,2018,100.0,Drama,6.6,377.0,93,"Oct 5, 2010",Rust,250000,0,0,2010-10-05,2010
tt1361313,The Extra Man,The Extra Man,2010,108.0,Comedy,5.9,4580.0,53,"Jul 30, 2010",The Extra Man,7000000,453377,492108,2010-07-30,2010
tt1365519,Tomb Raider,Tomb Raider,2018,119.0,"Action,Adventure,Fantasy",6.3,163560.0,70,"Mar 16, 2018",Tomb Raider,90000000,58250803,273477501,2018-03-16,2018
tt1366338,Lowriders,Lowriders,2016,98.0,"Adventure,Crime,Drama",5.7,1954.0,35,"May 12, 2017",Lowriders,916000,6179955,6188421,2017-05-12,2017
tt1366344,The Sitter,The Sitter,2011,81.0,Comedy,5.7,65575.0,32,"Dec 9, 2011",The Sitter,25000000,30542576,38749404,2011-12-09,2011
tt4697228,The Sitter,Charlotte Wakes,2017,97.0,Horror,4.0,250.0,32,"Dec 9, 2011",The Sitter,25000000,30542576,38749404,2011-12-09,2011
tt1366365,The Cold Light of Day,The Cold Light of Day,2012,93.0,"Action,Thriller",4.9,33039.0,78,"Sep 7, 2012",The Cold Light of Day,20000000,3763583,25361206,2012-09-07,2012
tt1371111,Cloud Atlas,Cloud Atlas,2012,172.0,"Action,Drama,Mystery",7.4,326473.0,63,"Oct 26, 2012",Cloud Atlas,102000000,27108272,130673154,2012-10-26,2012
tt1371155,Made in Dagenham,Made in Dagenham,2010,113.0,"Biography,Comedy,Drama",7.2,13121.0,14,"Nov 19, 2010",Made in Dagenham,8000000,1095369,15644196,2010-11-19,2010
tt1372686,Coriolanus,Coriolanus,2011,123.0,"Drama,Thriller,War",6.1,29654.0,99,"Jan 20, 2012",Coriolanus,10000000,749641,2179623,2012-01-20,2012
tt3313066,Coriolanus,National Theatre Live: Coriolanus,2014,192.0,"Drama,History,War",8.7,1347.0,99,"Jan 20, 2012",Coriolanus,10000000,749641,2179623,2012-01-20,2012
tt1373405,The Awakening,The Awakening,2010,83.0,"Horror,Thriller",2.4,141.0,4,"Aug 17, 2012",The Awakening,4900000,95933,6924321,2012-08-17,2012
tt1687901,The Awakening,The Awakening,2011,102.0,"Horror,Thriller",6.5,60215.0,4,"Aug 17, 2012",The Awakening,4900000,95933,6924321,2012-08-17,2012
tt6727960,The Awakening,The Awakening,2013,132.0,Thriller,,,4,"Aug 17, 2012",The Awakening,4900000,95933,6924321,2012-08-17,2012
tt1374989,Pride and Prejudice and Zombies,Pride and Prejudice and Zombies,2016,108.0,"Action,Comedy,Horror",5.8,46187.0,74,"Feb 5, 2016",Pride and Prejudice and Zombies,28000000,10907291,16638300,2016-02-05,2016
tt1374992,Upside Down,Upside Down,2012,109.0,"Drama,Fantasy,Romance",6.4,66347.0,4,"Mar 15, 2013",Upside Down,50000000,102118,26387039,2013-03-15,2013
tt2105043,Upside Down,Upside Down,2012,81.0,Drama,6.6,45.0,4,"Mar 15, 2013",Upside Down,50000000,102118,26387039,2013-03-15,2013
tt5105628,Upside Down,Upside Down,2015,70.0,"Biography,Documentary,Family",,,4,"Mar 15, 2013",Upside Down,50000000,102118,26387039,2013-03-15,2013
tt1375666,Inception,Inception,2010,148.0,"Action,Adventure,Sci-Fi",8.8,1841066.0,38,"Jul 16, 2010",Inception,160000000,292576195,835524642,2010-07-16,2010
tt1375670,Grown Ups,Grown Ups,2010,102.0,Comedy,6.0,210377.0,34,"Jun 25, 2010",Grown Ups,75000000,162001186,272223430,2010-06-25,2010
tt1376195,Gunless,Gunless,2010,89.0,"Action,Comedy,Drama",6.5,3376.0,49,"Apr 30, 2010",Gunless,9900000,458054,458054,2010-04-30,2010
tt1376213,The Adventurer: The Curse of the Midas Box,The Adventurer: The Curse of the Midas Box,2013,100.0,"Adventure,Family,Fantasy",5.4,5257.0,29,"Jan 10, 2014",The Adventurer: The Curse of the Midas Box,25000000,0,0,2014-01-10,2014
tt1385826,The Adjustment Bureau,The Adjustment Bureau,2011,106.0,"Romance,Sci-Fi,Thriller",7.1,227616.0,81,"Mar 4, 2011",The Adjustment Bureau,50200000,62495645,126931325,2011-03-04,2011
