tconst,primary_title,original_title,start_year,runtime_minutes,genres,averagerating,numvotes,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,release_datetime,datetime_year
tt0955308,Robin Hood,Robin Hood,2010,140.0,"Action,Adventure,Drama",6.6,239480.0,39,"May 14, 2010",Robin Hood,210000000,105487148,322459006,2010-05-14,2010
tt0955308,Robin Hood,Robin Hood,2010,140.0,"Action,Adventure,Drama",6.6,239480.0,9,"Nov 21, 2018",Robin Hood,99000000,30824628,84747441,2018-11-21,2018
tt2363363,Robin Hood,Robin Hood,2013,92.0,"Action,Drama",6.3,78.0,39,"May 14, 2010",Robin Hood,210000000,105487148,322459006,2010-05-14,2010
tt2363363,Robin Hood,Robin Hood,2013,92.0,"Action,Drama",6.3,78.0,9,"Nov 21, 2018",Robin Hood,99000000,30824628,84747441,2018-11-21,2018
tt4532826,Robin Hood,Robin Hood,2018,116.0,"Action,Adventure,Thriller",5.3,41588.0,39,"May 14, 2010",Robin Hood,210000000,105487148,322459006,2010-05-14,2010
tt4532826,Robin Hood,Robin Hood,2018,116.0,"Action,Adventure,Thriller",5.3,41588.0,9,"Nov 21, 2018",Robin Hood,99000000,30824628,84747441,2018-11-21,2018
tt8558276,Robin Hood,Robin Hood,2017,60.0,"Action,Adventure,History",,,39,"May 14, 2010",Robin Hood,210000000,105487148,322459006,2010-05-14,2010
tt8558276,Robin Hood,Robin Hood,2017,60.0,"Action,Adventure,History",,,9,"Nov 21, 2018",Robin Hood,99000000,30824628,84747441,2018-11-21,2018
tt0959306,Reach Me,Reach Me,2014,95.0,"Comedy,Crime,Drama",4.9,2304.0,90,"Nov 21, 2014",Reach Me,5000000,0,0,2014-11-21,2014
tt0963966,The Sorcerer's Apprentice,The Sorcerer's Apprentice,2010,109.0,"Action,Adventure,Family",6.1,143862.0,44,"Jul 14, 2010",The Sorcerer's Apprentice,160000000,63150991,217986320,2010-07-14,2010
tt0964517,The Fighter,The Fighter,2010,116.0,"Biography,Drama,Sport",7.8,316539.0,68,"Dec 10, 2010",The Fighter,11000000,93617009,129262388,2010-12-10,2010
tt0968264,The Conspirator,The Conspirator,2010,122.0,"Crime,Drama,History",6.9,26416.0,80,"Apr 15, 2011",The Conspirator,25000000,11538204,15907411,2011-04-15,2011
tt0970179,Hugo,Hugo,2011,126.0,"Adventure,Drama,Family",7.5,284869.0,89,"Nov 23, 2011",Hugo,180000000,73864507,180047784,2011-11-23,2011
tt7496196,Hugo,Hugo,2017,80.0,Documentary,7.9,11.0,89,"Nov 23, 2011",Hugo,180000000,73864507,180047784,2011-11-23,2011
tt0970866,Little Fockers,Little Fockers,2010,98.0,"Comedy,Romance",5.5,99222.0,70,"Dec 22, 2010",Little Fockers,100000000,148438600,310650574,2010-12-22,2010
tt0974015,Justice League,Justice League,2017,120.0,"Action,Adventure,Fantasy",6.5,329135.0,9,"Nov 17, 2017",Justice League,300000000,229024295,655945209,2017-11-17,2017
tt0978764,Sucker Punch,Sucker Punch,2011,110.0,"Action,Adventure,Fantasy",6.1,218371.0,62,"Mar 25, 2011",Sucker Punch,75000000,36392502,89758389,2011-03-25,2011
tt0979434,Lottery Ticket,Lottery Ticket,2010,99.0,Comedy,5.0,10042.0,90,"Aug 20, 2010",Lottery Ticket,17000000,24719879,24719879,2010-08-20,2010
tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,113.0,"Adventure,Family,Fantasy",6.3,129663.0,48,"Dec 10, 2010",The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000,104386950,418186950,2010-12-10,2010
tt0983193,The Adventures of Tintin,The Adventures of Tintin,2011,107.0,"Action,Adventure,Animation",7.3,202430.0,52,"Dec 21, 2011",The Adventures of Tintin,130000000,77591831,373993951,2011-12-21,2011
tt0985694,Machete,Machete,2010,105.0,"Action,Crime,Thriller",6.6,182320.0,18,"Sep 3, 2010",Machete,12500000,26593646,46370970,2010-09-03,2010
tt0989757,Dear John,Dear John,2010,108.0,"Drama,Romance,War",6.3,128657.0,77,"Feb 5, 2010",Dear John,25000000,80014842,142033509,2010-02-05,2010
tt0990363,Detention,Detention,2010,81.0,"Horror,Thriller",3.0,889.0,45,"Apr 13, 2012",Detention,10000000,0,0,2012-04-13,2012
tt1701990,Detention,Detention,2011,93.0,"Comedy,Horror,Mystery",5.8,14221.0,45,"Apr 13, 2012",Detention,10000000,0,0,2012-04-13,2012
tt3073168,Detention,Detention,2014,51.0,Drama,,,45,"Apr 13, 2012",Detention,10000000,0,0,2012-04-13,2012
tt3688744,Detention,Detention,2013,70.0,Drama,,,45,"Apr 13, 2012",Detention,10000000,0,0,2012-04-13,2012
tt0990407,The Green Hornet,The Green Hornet,2011,119.0,"Action,Comedy,Crime",5.8,148622.0,29,"Jan 14, 2011",The Green Hornet,110000000,98780042,229155503,2011-01-14,2011
tt0993842,Hanna,Hanna,2011,111.0,"Action,Drama,Thriller",6.8,179178.0,14,"Apr 8, 2011",Hanna,30000000,40259119,65343694,2011-04-08,2011
tt0993846,The Wolf of Wall Street,The Wolf of Wall Street,2013,180.0,"Biography,Crime,Drama",8.2,1035358.0,76,"Dec 25, 2013",The Wolf of Wall Street,100000000,116900694,389870414,2013-12-25,2013
tt0999913,Straw Dogs,Straw Dogs,2011,110.0,"Action,Drama,Thriller",5.8,30924.0,88,"Sep 16, 2011",Straw Dogs,25000000,10324441,11253821,2011-09-16,2011
tt10013634,Cinderella,Cinderella,2018,150.0,Musical,,,13,"Mar 13, 2015",Cinderella,95000000,201151353,534551353,2015-03-13,2015
tt1661199,Cinderella,Cinderella,2015,105.0,"Drama,Family,Fantasy",6.9,142792.0,13,"Mar 13, 2015",Cinderella,95000000,201151353,534551353,2015-03-13,2015
tt3645784,Cinderella,Cinderella,2013,120.0,Music,,,13,"Mar 13, 2015",Cinderella,95000000,201151353,534551353,2015-03-13,2015
tt5089556,Cinderella,Cinderella,2015,113.0,Fantasy,,,13,"Mar 13, 2015",Cinderella,95000000,201151353,534551353,2015-03-13,2015
tt5684194,Cinderella,Cinderella,2016,130.0,Musical,,,13,"Mar 13, 2015",Cinderella,95000000,201151353,534551353,2015-03-13,2015
tt1001526,Megamind,Megamind,2010,95.0,"Action,Animation,Comedy",7.3,207488.0,47,"Nov 5, 2010",Megamind,130000000,148415853,321887208,2010-11-05,2010
tt1002563,The Young Messiah,The Young Messiah,2016,111.0,"Drama,Fantasy",5.6,2882.0,17,"Mar 11, 2016",The Young Messiah,16800000,6469813,7313697,2016-03-11,2016
tt10065960,Snatched,Snatched,2016,11.0,Drama,,,51,"May 12, 2017",Snatched,42000000,45852178,57852177,2017-05-12,2017
tt1245534,Snatched,Snatched,2011,81.0,Comedy,5.5,61.0,51,"May 12, 2017",Snatched,42000000,45852178,57852177,2017-05-12,2017
tt2334871,Snatched,Snatched,2017,90.0,"Action,Adventure,Comedy",4.5,29997.0,51,"May 12, 2017",Snatched,42000000,45852178,57852177,2017-05-12,2017
tt5271436,Snatched,Snatched,2015,47.0,"Drama,Horror,Mystery",,,51,"May 12, 2017",Snatched,42000000,45852178,57852177,2017-05-12,2017
tt1007029,The Iron Lady,The Iron Lady,2011,105.0,"Biography,Drama",6.4,96066.0,90,"Jan 13, 2012",The Iron Lady,14000000,29959436,115592104,2012-01-13,2012
tt10075374,The Little Prince,The Little Prince,2019,93.0,Action,8.3,6.0,19,"Feb 12, 2016",The Little Prince,77500000,1311213,102028919,2016-02-12,2016
tt1754656,The Little Prince,Le Petit Prince,2015,108.0,"Adventure,Animation,Drama",7.7,50015.0,19,"Feb 12, 2016",The Little Prince,77500000,1311213,102028919,2016-02-12,2016
tt10090222,Inferno,Inferno,2018,16.0,Documentary,,,64,"Oct 28, 2016",Inferno,75000000,34343574,219519367,2016-10-28,2016
tt1686470,Inferno,Giao lo dinh menh,2010,100.0,Thriller,6.3,50.0,64,"Oct 28, 2016",Inferno,75000000,34343574,219519367,2016-10-28,2016
tt3062096,Inferno,Inferno,2016,121.0,"Action,Adventure,Crime",6.2,138978.0,64,"Oct 28, 2016",Inferno,75000000,34343574,219519367,2016-10-28,2016
tt3219106,Inferno,Inferno,2014,113.0,Drama,6.3,183.0,64,"Oct 28, 2016",Inferno,75000000,34343574,219519367,2016-10-28,2016
tt9149142,Inferno,Inferno,2017,58.0,Horror,,,64,"Oct 28, 2016",Inferno,75000000,34343574,219519367,2016-10-28,2016
tt10097816,Stranded,Stranded,2019,89.0,"Drama,Romance",,,13,"Jul 26, 2013",Stranded,1900000,0,285593,2013-07-26,2013
tt1372689,Stranded,Djinns,2010,103.0,"Horror,Mystery",5.1,800.0,13,"Jul 26, 2013",Stranded,1900000,0,285593,2013-07-26,2013
tt2268573,Stranded,Stranded,2013,84.0,"Horror,Sci-Fi",3.5,3704.0,13,"Jul 26, 2013",Stranded,1900000,0,285593,2013-07-26,2013
tt4678134,Stranded,Stranded,2015,62.0,Documentary,7.9,10.0,13,"Jul 26, 2013",Stranded,1900000,0,285593,2013-07-26,2013
tt10118052,Believe,Believe,2018,16.0,Documentary,,,13,"Dec 2, 2016",Believe,3500000,890303,890303,2016-12-02,2016
tt2009606,Believe,Believe,2013,96.0,"Drama,Sport",5.7,695.0,13,"Dec 2, 2016",Believe,3500000,890303,890303,2016-12-02,2016
tt4700756,Believe,Believe,2016,119.0,Drama,5.0,338.0,13,"Dec 2, 2016",Believe,3500000,890303,890303,2016-12-02,2016
tt7399140,Believe,Believe,2019,109.0,Drama,,,13,"Dec 2, 2016",Believe,3500000,890303,890303,2016-12-02,2016
tt1013743,Knight and Day,Knight and Day,2010,109.0,"Action,Adventure,Comedy",6.3,169840.0,2,"Jun 23, 2010",Knight and Day,117000000,76423035,258751370,2010-06-23,2010
tt1013860,Dylan Dog: Dead of Night,Dylan Dog: Dead of Night,2010,107.0,"Action,Comedy,Crime",5.1,14120.0,90,"Apr 29, 2011",Dylan Dog: Dead of Night,20000000,1186538,6093725,2011-04-29,2011
tt1014759,Alice in Wonderland,Alice in Wonderland,2010,108.0,"Adventure,Family,Fantasy",6.5,358813.0,51,"Mar 5, 2010",Alice in Wonderland,200000000,334191110,1025491110,2010-03-05,2010
tt1926979,Alice in Wonderland,Alice in Wonderland,2011,48.0,Documentary,,,51,"Mar 5, 2010",Alice in Wonderland,200000000,334191110,1025491110,2010-03-05,2010
tt2049386,Alice in Wonderland,Alice in Wonderland,2010,99.0,"Fantasy,Musical",6.5,6.0,51,"Mar 5, 2010",Alice in Wonderland,200000000,334191110,1025491110,2010-03-05,2010
tt1014763,Child 44,Child 44,2015,137.0,"Crime,Drama,History",6.5,59477.0,2,"Apr 17, 2015",Child 44,50000000,1224330,8004221,2015-04-17,2015
tt1015471,The Sisterhood of Night,The Sisterhood of Night,2014,104.0,"Drama,Mystery,Thriller",6.2,1888.0,94,"Apr 10, 2015",The Sisterhood of Night,1000000,6870,6870,2015-04-10,2015
tt1017451,The Runaways,The Runaways,2010,106.0,"Biography,Drama,Music",6.6,43792.0,57,"Mar 19, 2010",The Runaways,9500000,3573673,5278632,2010-03-19,2010
tt6168914,The Runaways,The Runaways,2019,108.0,Adventure,9.2,47.0,57,"Mar 19, 2010",The Runaways,9500000,3573673,5278632,2010-03-19,2010
tt1020072,Selma,Selma,2014,128.0,"Biography,Drama,History",7.5,77633.0,25,"Jan 9, 2015",Selma,20000000,52076908,66776576,2015-01-09,2015
tt1020558,Centurion,Centurion,2010,97.0,"Action,Adventure,Drama",6.4,74085.0,46,"Aug 27, 2010",Centurion,15000000,123570,7885048,2010-08-27,2010
tt1024648,Argo,Argo,2012,120.0,"Biography,Drama,Thriller",7.7,534683.0,27,"Oct 12, 2012",Argo,44500000,136025503,227140757,2012-10-12,2012
tt10249374,Underdogs,Underdogs,2018,65.0,"Documentary,Sport",,,41,"Aug 16, 2013",Underdogs,2500000,35017,1392649,2013-08-16,2013
tt1634003,Underdogs,Metegol,2013,106.0,"Adventure,Animation,Family",6.5,8197.0,41,"Aug 16, 2013",Underdogs,2500000,35017,1392649,2013-08-16,2013
tt2123342,Underdogs,Underdogs,2013,102.0,"Drama,Family,Sport",5.8,882.0,41,"Aug 16, 2013",Underdogs,2500000,35017,1392649,2013-08-16,2013
tt1028576,Secretariat,Secretariat,2010,123.0,"Biography,Drama,Family",7.2,24536.0,53,"Oct 8, 2010",Secretariat,35000000,59699513,60376247,2010-10-08,2010
tt1029360,Poltergeist,Poltergeist,2015,93.0,"Horror,Thriller",4.9,51538.0,62,"May 22, 2015",Poltergeist,35000000,47425125,95713069,2015-05-22,2015
tt10300710,Hit & Run,Hit & Run,2019,114.0,"Action,Comedy",7.1,43.0,37,"Aug 22, 2012",Hit & Run,22000000,13749300,17216955,2012-08-22,2012
tt1032751,The Warrior's Way,The Warrior's Way,2010,100.0,"Action,Fantasy,Western",6.3,24271.0,65,"Dec 3, 2010",The Warrior's Way,42000000,5666340,8514325,2010-12-03,2010
tt1033575,The Descendants,The Descendants,2011,115.0,"Comedy,Drama",7.3,223464.0,5,"Nov 16, 2011",The Descendants,20000000,82624961,175507800,2011-11-16,2011
tt5838908,The Descendants,The Descendants,2015,80.0,Drama,7.5,12.0,5,"Nov 16, 2011",The Descendants,20000000,82624961,175507800,2011-11-16,2011
tt10340148,Midnight in Paris,Midnight in Paris,2019,75.0,"Comedy,Documentary,Drama",,,83,"May 20, 2011",Midnight in Paris,30000000,56816662,162502774,2011-05-20,2011
tt1605783,Midnight in Paris,Midnight in Paris,2011,94.0,"Comedy,Fantasy,Romance",7.7,356500.0,83,"May 20, 2011",Midnight in Paris,30000000,56816662,162502774,2011-05-20,2011
tt1034389,The Eagle,The Eagle,2011,114.0,"Action,Adventure,Drama",6.2,61475.0,50,"Feb 11, 2011",The Eagle,25000000,19490041,38993548,2011-02-11,2011
tt5130954,The Eagle,The Eagle,2015,11.0,Documentary,,,50,"Feb 11, 2011",The Eagle,25000000,19490041,38993548,2011-02-11,2011
tt1034415,Suspiria,Suspiria,2018,152.0,"Fantasy,Horror,Mystery",6.8,37360.0,81,"Oct 26, 2018",Suspiria,20000000,2483472,7034615,2018-10-26,2018
tt10351040,Trash,Trash,2019,55.0,Thriller,,,46,"Oct 9, 2015",Trash,12000000,17484,6553186,2015-10-09,2015
tt1921149,Trash,Trash,2014,114.0,"Adventure,Crime,Drama",7.2,18690.0,46,"Oct 9, 2015",Trash,12000000,17484,6553186,2015-10-09,2015
tt1988822,Trash,Trash,2010,75.0,Comedy,,,46,"Oct 9, 2015",Trash,12000000,17484,6553186,2015-10-09,2015
tt4713454,Trash,Trash,2015,88.0,Drama,,,46,"Oct 9, 2015",Trash,12000000,17484,6553186,2015-10-09,2015
tt1037705,The Book of Eli,The Book of Eli,2010,118.0,"Action,Adventure,Drama",6.9,271307.0,64,"Jan 15, 2010",The Book of Eli,80000000,94835059,158750817,2010-01-15,2010
tt1038686,Legion,Legion,2010,100.0,"Action,Fantasy,Horror",5.2,92709.0,37,"Jan 22, 2010",Legion,26000000,40168080,67647574,2010-01-22,2010
tt1038919,The Bounty Hunter,The Bounty Hunter,2010,110.0,"Action,Comedy,Romance",5.6,112444.0,73,"Mar 19, 2010",The Bounty Hunter,45000000,67061228,135808837,2010-03-19,2010
tt10402572,Unbroken,Unbroken,2018,104.0,Drama,,,82,"Dec 25, 2014",Unbroken,65000000,115637895,163527824,2014-12-25,2014
tt1809398,Unbroken,Unbroken,2014,137.0,"Biography,Drama,Sport",7.2,129981.0,82,"Dec 25, 2014",Unbroken,65000000,115637895,163527824,2014-12-25,2014
tt1041804,The Nutcracker in 3D,The Nutcracker in 3D,2010,110.0,"Action,Family,Fantasy",4.3,3119.0,79,"Nov 24, 2010",The Nutcracker in 3D,90000000,195459,20466016,2010-11-24,2010
tt1043726,The Legend of Hercules,The Legend of Hercules,2014,99.0,"Action,Adventure,Fantasy",4.2,50352.0,42,"Jan 10, 2014",The Legend of Hercules,70000000,18848538,58953319,2014-01-10,2014
tt10449526,Into the Storm,Into the Storm,2019,67.0,Documentary,,,40,"Aug 8, 2014",Into the Storm,50000000,47602194,150429371,2014-08-08,2014
tt2106361,Into the Storm,Into the Storm,2014,89.0,"Action,Adventure,Drama",5.8,60894.0,40,"Aug 8, 2014",Into the Storm,50000000,47602194,150429371,2014-08-08,2014
tt1045658,Silver Linings Playbook,Silver Linings Playbook,2012,122.0,"Comedy,Drama,Romance",7.7,621018.0,59,"Nov 16, 2012",Silver Linings Playbook,21000000,132092958,236412453,2012-11-16,2012
tt10465764,Brothers,Brothers,2019,73.0,Documentary,,,8,"Aug 14, 2015",Brothers,13000000,656688,17856688,2015-08-14,2015
tt1754838,Brothers,Veljekset,2011,90.0,Drama,5.8,149.0,8,"Aug 14, 2015",Brothers,13000000,656688,17856688,2015-08-14,2015
tt2015323,Brothers,Brothers,2012,56.0,"Comedy,Drama",,,8,"Aug 14, 2015",Brothers,13000000,656688,17856688,2015-08-14,2015
tt3650484,Brothers,Brødre,2015,100.0,Documentary,7.7,310.0,8,"Aug 14, 2015",Brothers,13000000,656688,17856688,2015-08-14,2015
tt3802576,Brothers,Brothers,2015,156.0,"Action,Drama,Sport",6.7,10689.0,8,"Aug 14, 2015",Brothers,13000000,656688,17856688,2015-08-14,2015
tt4952376,Brothers,Bracia,2015,68.0,Documentary,7.5,61.0,8,"Aug 14, 2015",Brothers,13000000,656688,17856688,2015-08-14,2015
tt6314294,Brothers,Broeders,2017,93.0,Drama,7.6,96.0,8,"Aug 14, 2015",Brothers,13000000,656688,17856688,2015-08-14,2015
tt6447400,Brothers,Brothers,2017,95.0,"Action,Drama,War",5.2,8.0,8,"Aug 14, 2015",Brothers,13000000,656688,17856688,2015-08-14,2015
tt7932000,Brothers,Brothers,2017,106.0,Drama,,,8,"Aug 14, 2015",Brothers,13000000,656688,17856688,2015-08-14,2015
tt1047540,Parental Guidance,Parental Guidance,2012,105.0,"Comedy,Family",6.1,23711.0,79,"Dec 25, 2012",Parental Guidance,25000000,77267296,120832383,2012-12-25,2012
tt1051904,Goosebumps,Goosebumps,2015,103.0,"Adventure,Comedy,Family",6.3,72858.0,58,"Oct 16, 2015",Goosebumps,58000000,80069458,158905324,2015-10-16,2015
tt1053424,Repo Men,Repo Men,2010,111.0,"Action,Crime,Sci-Fi",6.3,96144.0,13,"Mar 19, 2010",Repo Men,32000000,13942007,18195238,2010-03-19,2010
tt1053810,The Big Year,The Big Year,2011,100.0,Comedy,6.2,39522.0,74,"Oct 14, 2011",The Big Year,41000000,7204138,7684524,2011-10-14,2011
tt1055292,Life as We Know It,Life as We Know It,2010,114.0,"Comedy,Drama,Romance",6.6,113077.0,64,"Oct 8, 2010",Life as We Know It,38000000,53374681,105887837,2010-10-08,2010
tt1065073,Boyhood,Boyhood,2014,165.0,Drama,7.9,315584.0,85,"Jul 11, 2014",Boyhood,4000000,25379975,57273049,2014-07-11,2014
tt1067583,Water for Elephants,Water for Elephants,2011,120.0,"Drama,Romance",6.9,105812.0,63,"Apr 22, 2011",Water for Elephants,38000000,58709717,116809717,2011-04-22,2011
tt1067774,Monte Carlo,Monte Carlo,2011,109.0,"Adventure,Comedy,Family",5.8,38731.0,84,"Jul 1, 2011",Monte Carlo,20000000,23186769,39686769,2011-07-01,2011
tt1068242,Footloose,Footloose,2011,113.0,"Comedy,Drama,Music",5.9,43251.0,39,"Oct 14, 2011",Footloose,24000000,51802742,62989834,2011-10-14,2011
tt1071875,Ghost Rider: Spirit of Vengeance,Ghost Rider: Spirit of Vengeance,2011,96.0,"Action,Fantasy,Thriller",4.3,103608.0,73,"Feb 17, 2012",Ghost Rider: Spirit of Vengeance,57000000,51774002,149217355,2012-02-17,2012
tt1072748,Winchester,Winchester,2018,99.0,"Biography,Drama,Fantasy",5.4,24351.0,95,"Feb 2, 2018",Winchester,3500000,25091816,44378040,2018-02-02,2018
tt1074638,Skyfall,Skyfall,2012,143.0,"Action,Adventure,Thriller",7.8,592221.0,52,"Nov 8, 2012",Skyfall,200000000,304360277,1110526981,2012-11-08,2012
tt1075747,Jonah Hex,Jonah Hex,2010,81.0,"Action,Drama,Fantasy",4.7,51860.0,40,"Jun 18, 2010",Jonah Hex,47000000,10547117,11022696,2010-06-18,2010
tt1077368,Dark Shadows,Dark Shadows,2012,113.0,"Comedy,Fantasy,Horror",6.2,229818.0,89,"May 11, 2012",Dark Shadows,150000000,79727149,238202668,2012-05-11,2012
tt1082807,The Belko Experiment,The Belko Experiment,2016,89.0,"Horror,Thriller",6.1,38378.0,21,"Mar 17, 2017",The Belko Experiment,5000000,10166820,11792942,2017-03-17,2017
tt1083452,Eddie the Eagle,Eddie the Eagle,2015,106.0,"Biography,Comedy,Drama",7.4,75331.0,86,"Feb 26, 2016",Eddie the Eagle,23000000,15789389,45060480,2016-02-26,2016
tt1085492,The Prince,The Prince,2014,93.0,"Action,Thriller",4.6,16048.0,53,"Aug 22, 2014",The Prince,18000000,0,0,2014-08-22,2014
tt3918106,The Prince,Ksiaze,2014,71.0,MISSING,,,53,"Aug 22, 2014",The Prince,18000000,0,0,2014-08-22,2014
tt4161288,The Prince,Shah-zadeh,2014,92.0,Drama,,,53,"Aug 22, 2014",The Prince,18000000,0,0,2014-08-22,2014
tt1086772,Blended,Blended,2014,117.0,"Comedy,Romance",6.5,106491.0,90,"May 23, 2014",Blended,45000000,46290741,127990741,2014-05-23,2014
tt1091191,Lone Survivor,Lone Survivor,2013,121.0,"Action,Biography,Drama",7.5,246641.0,84,"Dec 25, 2013",Lone Survivor,40000000,125095601,149804632,2013-12-25,2013
tt1092026,Paul,Paul,2011,104.0,"Adventure,Comedy,Sci-Fi",7.0,220567.0,58,"Mar 18, 2011",Paul,40000000,37412945,101162106,2011-03-18,2011
tt5132504,Paul,Paul,2016,71.0,Drama,4.8,6.0,58,"Mar 18, 2011",Paul,40000000,37412945,101162106,2011-03-18,2011
tt1092634,Shanghai,Shanghai,2010,105.0,"Crime,Drama,Mystery",6.4,8662.0,5,"Oct 2, 2015",Shanghai,50000000,46425,15505922,2015-10-02,2015
tt2072227,Shanghai,Shanghai,2012,120.0,"Crime,Mystery,Thriller",7.2,9047.0,5,"Oct 2, 2015",Shanghai,50000000,46425,15505922,2015-10-02,2015
tt5424576,Shanghai,Shanghai,2016,120.0,Drama,,,5,"Oct 2, 2015",Shanghai,50000000,46425,15505922,2015-10-02,2015
tt1093357,The Darkest Hour,The Darkest Hour,2011,89.0,"Action,Adventure,Horror",4.9,55071.0,58,"Dec 25, 2011",The Darkest Hour,34800000,21443494,62831715,2011-12-25,2011
tt4249090,The Darkest Hour,The Darkest Hour,2014,52.0,"Documentary,News",6.4,8.0,58,"Dec 25, 2011",The Darkest Hour,34800000,21443494,62831715,2011-12-25,2011
tt1103153,Killers,Killers,2010,100.0,"Action,Comedy,Romance",5.4,82237.0,54,"Jun 4, 2010",Killers,75000000,47059963,95572749,2010-06-04,2010
tt2409300,Killers,Killers,2014,137.0,"Action,Crime,Drama",6.5,4472.0,54,"Jun 4, 2010",Killers,75000000,47059963,95572749,2010-06-04,2010
tt1106860,Ca$h,Ca$h,2010,108.0,"Crime,Thriller",6.0,8605.0,59,"Mar 26, 2010",Ca$h,7000000,46488,46488,2010-03-26,2010
tt1109624,Paddington,Paddington,2014,95.0,"Adventure,Comedy,Family",7.2,84679.0,5,"Jan 16, 2015",Paddington,55000000,76223578,258789097,2015-01-16,2015
tt1111235,Trance,Trance,2010,83.0,Horror,4.6,77.0,71,"Apr 5, 2013",Trance,16000000,2322593,22594052,2013-04-05,2013
tt1111235,Trance,Trance,2010,83.0,Horror,4.6,77.0,31,"Dec 31, 2012",Trance,950000,0,0,2012-12-31,2012
tt1924429,Trance,Trance,2013,101.0,"Crime,Drama,Mystery",6.9,104951.0,71,"Apr 5, 2013",Trance,16000000,2322593,22594052,2013-04-05,2013
tt1924429,Trance,Trance,2013,101.0,"Crime,Drama,Mystery",6.9,104951.0,31,"Dec 31, 2012",Trance,950000,0,0,2012-12-31,2012
tt1116184,Jackass 3D,Jackass 3D,2010,95.0,"Action,Comedy,Documentary",7.0,53289.0,98,"Oct 15, 2010",Jackass 3D,20000000,117229692,171685793,2010-10-15,2010
tt1120985,Blue Valentine,Blue Valentine,2010,112.0,"Drama,Romance",7.4,170089.0,25,"Dec 29, 2010",Blue Valentine,1000000,9737892,16566240,2010-12-29,2010
tt1121096,Seventh Son,Seventh Son,2014,102.0,"Action,Adventure,Fantasy",5.5,66565.0,24,"Feb 6, 2015",Seventh Son,95000000,17725785,108874967,2015-02-06,2015
