,tconst,primary_title,original_title_x,start_year,runtime_minutes,genres,averagerating,numvotes,id,release_date_x,movie,production_budget,domestic_gross,worldwide_gross,release_year,genre_ids,tmdb_id,original_language,original_title_y,popularity,release_date_y,title,vote_average,vote_count
689,tt1414378,Tracker,Tracker,2010,102.0,"Action,Adventure,Drama",6.5,3460.0,4,2011-12-31,Tracker,6500000,0,3149,2011,"[28, 18, 53, 12]",62255,en,Tracker,3.5810000000000004,2010-09-12,Tracker,6.7,29
690,tt1414382,You Again,You Again,2010,105.0,"Comedy,Family,Romance",5.8,46690.0,78,2010-09-24,You Again,20000000,25702053,32838945,2010,"[35, 10749]",38303,en,You Again,10.208,2010-09-24,You Again,6.2,734
691,tt1416801,Kill the Irishman,Kill the Irishman,2011,106.0,"Biography,Crime,Drama",7.1,41504.0,32,2011-03-11,Kill the Irishman,12000000,1188194,1188194,2011,"[28, 80, 53, 18]",51209,en,Kill the Irishman,7.13,2011-03-11,Kill the Irishman,6.9,274
692,tt1418377,"I, Frankenstein","I, Frankenstein",2014,92.0,"Action,Fantasy,Horror",5.1,74910.0,14,2014-01-24,"I, Frankenstein",65000000,19075290,74575290,2014,"[27, 53]",100241,en,"I, Frankenstein",12.7,2014-01-24,"I, Frankenstein",5.2,1090
693,tt1418646,Beneath Hill 60,Beneath Hill 60,2010,122.0,"Drama,History,War",7.1,6903.0,20,2014-06-17,Beneath Hill 60,9000000,0,3440939,2014,"[18, 36, 10752]",43418,en,Beneath Hill 60,6.067,2011-06-28,Beneath Hill 60,7.0,66
694,tt1421051,Somewhere,Somewhere,2010,97.0,"Comedy,Drama",6.3,40250.0,42,2010-12-22,Somewhere,7000000,1785645,17023121,2010,"[35, 18]",39210,en,Somewhere,7.596,2010-12-22,Somewhere,6.1,376
695,tt1422136,A Lonely Place to Die,A Lonely Place to Die,2011,99.0,"Adventure,Crime,Thriller",6.3,25547.0,56,2012-03-20,A Lonely Place to Die,4000000,0,442550,2012,"[12, 28, 53, 80]",81390,en,A Lonely Place to Die,9.104,2011-04-09,A Lonely Place to Die,6.1,251
696,tt1423894,Barney's Version,Barney's Version,2010,134.0,"Comedy,Drama",7.3,23058.0,86,2011-01-14,Barney's Version,30000000,7502560,8845575,2011,"[35, 18]",46829,en,Barney's Version,7.357,2011-01-14,Barney's Version,7.2,210
697,tt1423995,Stone,Stone,2010,105.0,"Drama,Thriller",5.4,38667.0,50,2010-10-08,Stone,22000000,1810078,4065020,2010,"[18, 53]",44113,en,Stone,8.401,2010-10-22,Stone,5.2,334
698,tt2156825,Stone,Kamen,2012,90.0,"Crime,Drama,Thriller",5.6,607.0,50,2010-10-08,Stone,22000000,1810078,4065020,2010,"[18, 53]",44113,en,Stone,8.401,2010-10-22,Stone,5.2,334
700,tt1424381,Predators,Predators,2010,107.0,"Action,Adventure,Sci-Fi",6.4,199764.0,35,2010-07-09,Predators,40000000,52000688,127234389,2010,"[28, 878, 12, 53]",34851,en,Predators,16.215999999999998,2010-07-03,Predators,6.1,1979
701,tt1425922,Black Nativity,Black Nativity,2013,93.0,"Drama,Family,Music",4.6,1901.0,63,2013-11-27,Black Nativity,17500000,7018188,7285135,2013,"[18, 10402]",175541,en,Black Nativity,1.7790000000000001,2013-11-27,Black Nativity,5.7,25
702,tt1428538,Hansel & Gretel: Witch Hunters,Hansel & Gretel: Witch Hunters,2013,88.0,"Action,Fantasy,Horror",6.1,183387.0,27,2013-01-25,Hansel & Gretel: Witch Hunters,50000000,55703475,214949716,2013,"[14, 27, 28]",60304,en,Hansel & Gretel: Witch Hunters,15.982000000000001,2013-01-25,Hansel & Gretel: Witch Hunters,5.9,4548
703,tt1430132,The Wolverine,The Wolverine,2013,126.0,"Action,Adventure,Sci-Fi",6.7,401286.0,8,2013-07-26,The Wolverine,115000000,132556852,416456852,2013,"[28, 878, 12, 14]",76170,en,The Wolverine,4.323,2013-07-25,The Wolverine,6.3,6176
704,tt1430607,Arthur Christmas,Arthur Christmas,2011,97.0,"Adventure,Animation,Comedy",7.1,45439.0,14,2011-11-23,Arthur Christmas,85000000,46462469,149717124,2011,"[18, 16, 10751, 35]",51052,en,Arthur Christmas,12.981,2011-11-23,Arthur Christmas,6.7,692
705,tt1430612,Brick Mansions,Brick Mansions,2014,90.0,"Action,Crime",5.7,37528.0,69,2014-04-25,Brick Mansions,28000000,20396829,73421224,2014,"[28, 80, 18]",254473,en,Brick Mansions,9.193999999999999,2014-04-25,Brick Mansions,5.9,909
706,tt1430615,Big Miracle,Big Miracle,2012,107.0,"Biography,Drama,Family",6.5,17585.0,99,2012-02-03,Big Miracle,40000000,20157300,25268680,2012,"[12, 18, 10749]",78698,en,Big Miracle,6.76,2012-02-03,Big Miracle,6.6,250
707,tt1431045,Deadpool,Deadpool,2016,108.0,"Action,Adventure,Comedy",8.0,820847.0,56,2016-02-12,Deadpool,58000000,363070709,801025593,2016,"[28, 12, 35]",293660,en,Deadpool,35.067,2016-02-12,Deadpool,7.6,20175
708,tt1431181,Another Year,Another Year,2010,129.0,"Comedy,Drama",7.3,26273.0,8,2010-12-29,Another Year,8000000,3205706,20005613,2010,"[35, 18]",44009,en,Another Year,9.394,2010-12-29,Another Year,7.0,150
709,tt3508808,Another Year,Eshche odin god,2014,107.0,"Drama,Romance",6.6,294.0,8,2010-12-29,Another Year,8000000,3205706,20005613,2010,"[35, 18]",44009,en,Another Year,9.394,2010-12-29,Another Year,7.0,150
710,tt5886728,Another Year,You yi nian,2016,181.0,Documentary,7.2,40.0,8,2010-12-29,Another Year,8000000,3205706,20005613,2010,"[35, 18]",44009,en,Another Year,9.394,2010-12-29,Another Year,7.0,150
711,tt1433108,Faster,Faster,2010,98.0,"Action,Crime,Drama",6.5,93618.0,53,2010-11-24,Faster,24000000,23240020,35792945,2010,"[80, 18, 28, 53]",41283,en,Faster,14.172,2010-11-23,Faster,6.2,895
712,tt1433822,The Apparition,The Apparition,2012,83.0,"Horror,Thriller",4.1,18112.0,4,2012-08-24,The Apparition,17000000,4936819,10637281,2012,"[27, 53]",79694,en,The Apparition,7.7139999999999995,2012-08-24,The Apparition,4.3,221
713,tt6559390,The Apparition,L'apparition,2018,144.0,Drama,6.4,873.0,4,2012-08-24,The Apparition,17000000,4936819,10637281,2012,"[27, 53]",79694,en,The Apparition,7.7139999999999995,2012-08-24,The Apparition,4.3,221
714,tt1436562,Rio,Rio,2011,96.0,"Adventure,Animation,Comedy",6.9,191621.0,46,2011-04-15,Rio,90000000,143619809,487519809,2011,"[16, 12, 35, 10751]",46195,en,Rio,14.695,2011-04-15,Rio,6.6,3730
715,tt2614250,Rio,Rio,2012,90.0,Documentary,8.3,14.0,46,2011-04-15,Rio,90000000,143619809,487519809,2011,"[16, 12, 35, 10751]",46195,en,Rio,14.695,2011-04-15,Rio,6.6,3730
716,tt5734820,Rio,Rio,2017,87.0,Drama,2.6,7.0,46,2011-04-15,Rio,90000000,143619809,487519809,2011,"[16, 12, 35, 10751]",46195,en,Rio,14.695,2011-04-15,Rio,6.6,3730
717,tt1438176,Fright Night,Fright Night,2011,106.0,"Comedy,Horror",6.4,94555.0,58,2011-08-19,Fright Night,30000000,18298649,40520649,2011,"[27, 35]",58151,en,Fright Night,12.078,2011-08-19,Fright Night,6.0,1024
718,tt1438254,Charlie St. Cloud,Charlie St. Cloud,2010,99.0,"Drama,Fantasy,Romance",6.5,55016.0,31,2010-07-30,Charlie St. Cloud,44000000,31206263,48478084,2010,"[18, 10749]",37950,en,Charlie St. Cloud,9.454,2010-05-01,Charlie St. Cloud,6.9,1398
719,tt1440129,Battleship,Battleship,2012,131.0,"Action,Adventure,Sci-Fi",5.8,225342.0,32,2012-05-18,Battleship,220000000,65233400,313477717,2012,"[53, 28, 12, 878]",44833,en,Battleship,21.741999999999997,2012-05-18,Battleship,5.6,3240
720,tt1440161,A Little Bit of Heaven,A Little Bit of Heaven,2011,106.0,"Comedy,Drama,Fantasy",6.3,26441.0,39,2012-05-04,A Little Bit of Heaven,12500000,10011,1100287,2012,"[35, 18, 10749]",45156,en,A Little Bit of Heaven,7.87,2011-02-03,A Little Bit of Heaven,6.3,333
721,tt1440292,Submarine,Submarine,2010,97.0,"Comedy,Drama,Romance",7.3,79810.0,9,2011-06-03,Submarine,1900000,467602,4581937,2011,"[18, 35, 10749]",49020,en,Submarine,7.412000000000001,2011-06-03,Submarine,7.4,770
722,tt1440728,The American,The American,2010,105.0,"Crime,Drama,Thriller",6.3,86863.0,51,2010-09-01,The American,20000000,35606376,67950723,2010,"[80, 18, 53]",27579,en,The American,9.042,2010-09-01,The American,5.8,690
723,tt1441326,Martha Marcy May Marlene,Martha Marcy May Marlene,2011,102.0,"Drama,Mystery,Thriller",6.9,45873.0,42,2011-10-21,Martha Marcy May Marlene,1000000,2981038,5438911,2011,"[18, 53]",50837,en,Martha Marcy May Marlene,9.477,2011-10-21,Martha Marcy May Marlene,6.7,413
724,tt1441395,Under the Skin,Under the Skin,2013,108.0,"Drama,Horror,Sci-Fi",6.3,113196.0,42,2014-04-04,Under the Skin,13300000,2614251,7229933,2014,"[53, 878, 18]",97370,en,Under the Skin,9.527000000000001,2014-04-04,Under the Skin,6.1,1781
725,tt1441951,Quartet,Quartet,2012,94.0,"Comedy,Drama",6.8,17979.0,90,2013-01-11,Quartet,11000000,18388357,56178935,2013,"[18, 35, 10749]",121826,en,Quartet,8.32,2013-01-10,Quartet,6.6,209
726,tt1441953,Testament of Youth,Testament of Youth,2014,129.0,"Biography,Drama,History",7.3,23632.0,82,2015-06-05,Testament of Youth,10000000,1822250,6646669,2015,"[36, 18, 10752]",284689,en,Testament of Youth,9.251,2015-06-04,Testament of Youth,7.4,486
727,tt1446192,Rise of the Guardians,Rise of the Guardians,2012,97.0,"Action,Adventure,Animation",7.3,145281.0,2,2012-11-21,Rise of the Guardians,145000000,103412758,306900902,2012,"[16, 10751, 14]",81188,en,Rise of the Guardians,14.934000000000001,2012-11-21,Rise of the Guardians,7.3,3697
728,tt1446714,Prometheus,Prometheus,2012,124.0,"Adventure,Mystery,Sci-Fi",7.0,538720.0,75,2012-06-08,Prometheus,125000000,126477084,402448265,2012,"[878, 12, 9648]",70981,en,Prometheus,24.98,2012-06-08,Prometheus,6.4,7384
729,tt1447793,My Girlfriend's Boyfriend,My Girlfriend's Boyfriend,2010,84.0,"Comedy,Romance",5.8,5461.0,26,2010-05-01,My Girlfriend's Boyfriend,1400000,0,0,2010,[35],46198,en,My Girlfriend's Boyfriend,4.378,2010-04-22,My Girlfriend's Boyfriend,5.9,68
730,tt1448755,Killer Elite,Killer Elite,2011,116.0,"Action,Crime,Thriller",6.5,117711.0,38,2011-09-23,Killer Elite,70000000,25124986,65409046,2011,"[28, 12, 53]",49021,en,Killer Elite,15.135,2011-09-23,Killer Elite,6.2,1093
731,tt1449283,Winnie the Pooh,Winnie the Pooh,2011,63.0,"Adventure,Animation,Comedy",7.2,19605.0,39,2011-07-15,Winnie the Pooh,30000000,26692846,50145607,2011,"[16, 10751]",51162,en,Winnie the Pooh,11.147,2011-07-14,Winnie the Pooh,6.9,444
732,tt1453405,Monsters University,Monsters University,2013,104.0,"Adventure,Animation,Comedy",7.3,291887.0,53,2013-06-21,Monsters University,200000000,268488329,743588329,2013,"[16, 10751]",62211,en,Monsters University,20.33,2013-06-21,Monsters University,7.0,6362
733,tt1454029,The Help,The Help,2011,146.0,Drama,8.1,392699.0,63,2011-08-10,The Help,25000000,169705587,213120004,2011,[18],50014,en,The Help,12.597999999999999,2011-08-10,The Help,8.1,3944
734,tt1454468,Gravity,Gravity,2013,91.0,"Drama,Sci-Fi,Thriller",7.7,710018.0,16,2013-10-04,Gravity,110000000,274092705,693698673,2013,"[878, 53, 18]",49047,en,Gravity,27.836,2013-10-04,Gravity,7.2,9586
735,tt1455256,The Wall,The Wall,2010,78.0,Documentary,9.2,8.0,29,2017-05-12,The Wall,3000000,1803064,4495262,2017,"[53, 10752, 18]",405775,en,The Wall,8.142000000000001,2017-05-12,The Wall,6.1,407
736,tt1745686,The Wall,Die Wand,2012,108.0,"Drama,Fantasy,Mystery",6.8,5484.0,29,2017-05-12,The Wall,3000000,1803064,4495262,2017,"[53, 10752, 18]",405775,en,The Wall,8.142000000000001,2017-05-12,The Wall,6.1,407
737,tt4218696,The Wall,The Wall,2017,88.0,"Action,Drama,Thriller",6.2,20391.0,29,2017-05-12,The Wall,3000000,1803064,4495262,2017,"[53, 10752, 18]",405775,en,The Wall,8.142000000000001,2017-05-12,The Wall,6.1,407
740,tt6060874,The Wall,The Wall,2016,73.0,Drama,6.7,12.0,29,2017-05-12,The Wall,3000000,1803064,4495262,2017,"[53, 10752, 18]",405775,en,The Wall,8.142000000000001,2017-05-12,The Wall,6.1,407
743,tt1457767,The Conjuring,The Conjuring,2013,112.0,"Horror,Mystery,Thriller",7.5,397233.0,93,2013-07-19,The Conjuring,20000000,137400141,318000141,2013,"[27, 53]",138843,en,The Conjuring,18.886,2013-07-19,The Conjuring,7.5,5912
744,tt1458169,Kidnap,Kidnap,2017,95.0,"Crime,Drama,Thriller",5.9,28898.0,69,2017-08-04,Kidnap,21000000,30718107,34836080,2017,"[18, 53]",293768,en,Kidnap,10.959000000000001,2017-08-04,Kidnap,6.0,805
746,tt1458175,The Next Three Days,The Next Three Days,2010,133.0,"Action,Crime,Drama",7.4,168066.0,49,2010-11-19,The Next Three Days,30000000,21148651,67255916,2010,"[10749, 18, 53, 80]",43539,en,The Next Three Days,11.147,2010-11-19,The Next Three Days,7.0,1469
747,tt1460798,Henry & Me,Henry & Me,2014,67.0,"Animation,Family",6.2,132.0,91,2014-08-18,Henry & Me,5000000,0,0,2014,"[10751, 16]",292481,en,Henry & Me,0.6,2014-08-18,Henry & Me,4.7,3
748,tt1462041,Dream House,Dream House,2011,84.0,"Drama,Mystery,Thriller",6.0,59714.0,80,2011-09-30,Dream House,50000000,21302340,41642166,2011,"[18, 53, 9648]",69668,en,Dream House,9.047,2011-09-30,Dream House,6.0,670
749,tt1462054,Letters to God,Letters to God,2010,110.0,"Drama,Family",6.3,4443.0,25,2010-04-09,Letters to God,3000000,2848587,3237452,2010,"[18, 10751]",35691,en,Letters to God,4.242,2010-04-09,Letters to God,6.9,71
750,tt1462758,Buried,Buried,2010,95.0,"Drama,Mystery,Thriller",7.0,139426.0,2,2010-09-24,Buried,1987650,1044143,21270290,2010,"[18, 53, 9648]",26388,en,Buried,10.888,2010-09-24,Buried,6.6,1487
752,tt4540326,Buried,Buried,2011,95.0,Thriller,6.0,5.0,2,2010-09-24,Buried,1987650,1044143,21270290,2010,"[18, 53, 9648]",26388,en,Buried,10.888,2010-09-24,Buried,6.6,1487
753,tt1462769,The Odd Life of Timothy Green,The Odd Life of Timothy Green,2012,105.0,"Comedy,Drama,Family",6.6,42770.0,36,2012-08-15,The Odd Life of Timothy Green,40000000,51853450,55249159,2012,"[14, 18, 35, 10751]",71864,en,The Odd Life of Timothy Green,9.216000000000001,2012-08-15,The Odd Life of Timothy Green,6.7,605
754,tt1464174,"Big Mommas: Like Father, Like Son","Big Mommas: Like Father, Like Son",2011,107.0,"Action,Comedy,Crime",4.4,23520.0,1,2011-02-18,"Big Mommas: Like Father, Like Son",32000000,37915414,82332450,2011,"[80, 35, 28]",38322,en,"Big Mommas: Like Father, Like Son",16.024,2011-02-18,"Big Mommas: Like Father, Like Son",5.5,623
755,tt1464580,Stake Land,Stake Land,2010,98.0,"Drama,Horror,Sci-Fi",6.5,38749.0,47,2011-04-22,Stake Land,4000000,33245,679482,2011,"[18, 27, 878]",52015,en,Stake Land,8.799,2010-10-01,Stake Land,6.2,415
756,tt1465490,Joy,Joy,2010,75.0,Drama,6.1,233.0,88,2015-12-25,Joy,60000000,56451232,101134059,2015,"[18, 35]",274479,en,Joy,10.305,2015-12-25,Joy,6.5,2723
758,tt2446980,Joy,Joy,2015,124.0,Drama,6.6,118086.0,88,2015-12-25,Joy,60000000,56451232,101134059,2015,"[18, 35]",274479,en,Joy,10.305,2015-12-25,Joy,6.5,2723
759,tt2495188,Joy,Hara,2012,80.0,MISSING,5.8,28.0,88,2015-12-25,Joy,60000000,56451232,101134059,2015,"[18, 35]",274479,en,Joy,10.305,2015-12-25,Joy,6.5,2723
760,tt6180144,Joy,Joy,2016,80.0,Drama,7.1,34.0,88,2015-12-25,Joy,60000000,56451232,101134059,2015,"[18, 35]",274479,en,Joy,10.305,2015-12-25,Joy,6.5,2723
762,tt8917752,Joy,Joy,2018,99.0,Drama,6.5,430.0,88,2015-12-25,Joy,60000000,56451232,101134059,2015,"[18, 35]",274479,en,Joy,10.305,2015-12-25,Joy,6.5,2723
763,tt1469304,Baywatch,Baywatch,2017,116.0,"Action,Comedy,Crime",5.6,137528.0,86,2017-05-25,Baywatch,60000000,58060186,175863783,2017,"[28, 35]",339846,en,Baywatch,14.429,2017-05-26,Baywatch,6.1,4748
764,tt1470020,Redemption Road,Redemption Road,2010,95.0,Drama,5.8,479.0,64,2011-08-26,Redemption Road,2300000,29384,29384,2011,[18],74457,en,Redemption Road,1.128,2011-08-26,Redemption Road,4.7,6
765,tt1470023,MacGruber,MacGruber,2010,90.0,"Action,Comedy,Romance",5.5,39782.0,42,2010-05-21,MacGruber,10000000,8525600,8629895,2010,"[28, 12, 35]",37931,en,MacGruber,7.666,2010-05-21,MacGruber,5.3,270
766,tt1470827,Monsters,Monsters,2010,94.0,"Drama,Sci-Fi,Thriller",6.4,84332.0,50,2010-10-29,Monsters,500000,237301,5639730,2010,"[18, 53, 878]",43933,en,Monsters,10.175,2010-10-29,Monsters,6.2,848
767,tt1470827,Monsters,Monsters,2010,94.0,"Drama,Sci-Fi,Thriller",6.4,84332.0,50,2010-10-29,Monsters,500000,237301,5639730,2010,"[12, 18, 878]",382890,en,Monsters,1.122,2015-10-28,Monsters,7.4,5
770,tt5253186,Monsters,Yi zhong,2015,87.0,Horror,4.0,6.0,50,2010-10-29,Monsters,500000,237301,5639730,2010,"[18, 53, 878]",43933,en,Monsters,10.175,2010-10-29,Monsters,6.2,848
771,tt5253186,Monsters,Yi zhong,2015,87.0,Horror,4.0,6.0,50,2010-10-29,Monsters,500000,237301,5639730,2010,"[12, 18, 878]",382890,en,Monsters,1.122,2015-10-28,Monsters,7.4,5
774,tt1472584,Max Steel,Max Steel,2016,92.0,"Action,Adventure,Family",4.6,16788.0,68,2016-10-14,Max Steel,10000000,3818664,4563080,2016,"[28, 12, 878]",286567,en,Max Steel,8.88,2016-10-14,Max Steel,5.2,383
775,tt1477834,Aquaman,Aquaman,2018,143.0,"Action,Adventure,Fantasy",7.1,263328.0,36,2018-12-21,Aquaman,160000000,335061807,1146894640,2018,"[28, 12, 14]",297802,en,Aquaman,38.102,2018-12-21,Aquaman,6.8,6155
776,tt1477837,Cedar Rapids,Cedar Rapids,2011,87.0,Comedy,6.3,34759.0,51,2011-02-11,Cedar Rapids,10000000,6861102,7862131,2011,[35],52067,en,Cedar Rapids,7.694,2011-02-11,Cedar Rapids,6.0,206
777,tt1478338,Bridesmaids,Bridesmaids,2011,125.0,"Comedy,Romance",6.8,249501.0,85,2011-05-13,Bridesmaids,32500000,169211718,289632023,2011,"[35, 10749]",55721,en,Bridesmaids,9.805,2011-05-13,Bridesmaids,6.5,2783
778,tt1478964,Attack the Block,Attack the Block,2011,88.0,"Action,Comedy,Sci-Fi",6.7,93868.0,7,2011-07-29,Attack the Block,13000000,1024175,6459183,2011,"[28, 35, 878]",59678,en,Attack the Block,9.612,2011-07-29,Attack the Block,6.4,1144
779,tt1480658,Eddie: The Sleepwalking Cannibal,Eddie,2012,90.0,"Comedy,Horror",5.6,1364.0,25,2013-04-05,Eddie: The Sleepwalking Cannibal,1400000,1632,1632,2013,"[27, 35]",100275,en,Eddie: The Sleepwalking Cannibal,2.5860000000000003,2013-04-05,Eddie: The Sleepwalking Cannibal,6.2,33
780,tt1483010,Logan,Logan,2010,94.0,"Comedy,Drama,Family",6.2,252.0,59,2017-03-03,Logan,127000000,226277068,615461394,2017,"[35, 18, 10751]",44010,en,Logan,0.9640000000000001,2010-09-10,Logan,6.1,4
781,tt1483010,Logan,Logan,2010,94.0,"Comedy,Drama,Family",6.2,252.0,59,2017-03-03,Logan,127000000,226277068,615461394,2017,"[28, 18, 878]",263115,en,Logan,45.0,2017-03-03,Logan,7.8,12330
782,tt3315342,Logan,Logan,2017,137.0,"Action,Drama,Sci-Fi",8.1,560270.0,59,2017-03-03,Logan,127000000,226277068,615461394,2017,"[35, 18, 10751]",44010,en,Logan,0.9640000000000001,2010-09-10,Logan,6.1,4
783,tt3315342,Logan,Logan,2017,137.0,"Action,Drama,Sci-Fi",8.1,560270.0,59,2017-03-03,Logan,127000000,226277068,615461394,2017,"[28, 18, 878]",263115,en,Logan,45.0,2017-03-03,Logan,7.8,12330
784,tt1483013,Oblivion,Oblivion,2013,124.0,"Action,Adventure,Sci-Fi",7.0,453966.0,93,2013-04-19,Oblivion,120000000,89107235,287916633,2013,"[28, 878, 12, 9648]",75612,en,Oblivion,18.534000000000002,2013-04-18,Oblivion,6.5,6850
785,tt1876409,Oblivion,Oblivion,2011,116.0,Thriller,8.0,8.0,93,2013-04-19,Oblivion,120000000,89107235,287916633,2013,"[28, 878, 12, 9648]",75612,en,Oblivion,18.534000000000002,2013-04-18,Oblivion,6.5,6850
786,tt1484522,8: The Mormon Proposition,8: The Mormon Proposition,2010,80.0,Documentary,7.0,1190.0,38,2010-06-18,8: The Mormon Proposition,2500000,100280,100280,2010,[99],40428,en,8: The Mormon Proposition,2.19,2010-01-01,8: The Mormon Proposition,6.2,11
787,tt1485796,The Greatest Showman,The Greatest Showman,2017,105.0,"Biography,Drama,Musical",7.6,199663.0,25,2017-12-20,The Greatest Showman,84000000,174340174,386665550,2017,[18],316029,en,The Greatest Showman,22.009,2017-12-20,The Greatest Showman,8.0,5197
788,tt1486185,Red Riding Hood,Red Riding Hood,2011,100.0,"Fantasy,Horror,Mystery",5.5,102369.0,55,2011-03-11,Red Riding Hood,42000000,37662162,91678442,2011,"[14, 53, 27]",49730,en,Red Riding Hood,11.856,2011-03-11,Red Riding Hood,5.9,1884
789,tt1486192,The Raven,The Raven,2012,110.0,"Crime,Mystery,Thriller",6.4,79578.0,45,2012-04-27,The Raven,26000000,16008272,30601801,2012,"[27, 28, 53, 878]",45168,en,The Raven,0.6,2010-04-20,The Raven,5.9,5
790,tt1486192,The Raven,The Raven,2012,110.0,"Crime,Mystery,Thriller",6.4,79578.0,45,2012-04-27,The Raven,26000000,16008272,30601801,2012,"[80, 53, 9648]",70436,en,The Raven,8.635,2012-04-27,The Raven,6.3,681
791,tt1486193,5 Days of War,5 Days of War,2011,113.0,"Action,Drama,War",5.6,13089.0,47,2011-08-19,5 Days of War,12000000,17479,87793,2011,"[10752, 18]",50601,en,5 Days of War,8.689,2011-08-18,5 Days of War,5.7,102
792,tt1487931,Khumba,Khumba,2013,85.0,"Adventure,Animation,Family",5.7,4984.0,54,2013-12-06,Khumba,15000000,0,20898221,2013,"[16, 12, 10751]",172391,en,Khumba,9.597000000000001,2013-12-07,Khumba,5.6,129
793,tt1488181,Zambezia,Zambezia,2012,83.0,"Adventure,Animation,Comedy",5.8,6010.0,8,2012-12-31,Zambezia,20000000,0,34454336,2012,"[35, 16, 12, 10751]",133931,en,Zambezia,7.931,2012-07-07,Zambezia,5.6,131
794,tt1488555,The Change-Up,The Change-Up,2011,112.0,"Comedy,Fantasy",6.3,155374.0,72,2011-08-05,The Change-Up,52000000,37243418,75997067,2011,[35],49520,en,The Change-Up,12.122,2011-08-05,The Change-Up,6.0,1406
795,tt1488602,The Forest,The Forest,2011,98.0,"Horror,Thriller",3.5,135.0,92,2016-01-08,The Forest,10000000,26594261,40749230,2016,"[27, 53, 9648]",329440,en,The Forest,10.068999999999999,2016-01-08,The Forest,5.0,957
796,tt3387542,The Forest,The Forest,2016,93.0,"Horror,Mystery,Thriller",4.8,36423.0,92,2016-01-08,The Forest,10000000,26594261,40749230,2016,"[27, 53, 9648]",329440,en,The Forest,10.068999999999999,2016-01-08,The Forest,5.0,957
797,tt3592218,The Forest,Pãdurea,2014,72.0,"Documentary,History",7.1,19.0,92,2016-01-08,The Forest,10000000,26594261,40749230,2016,"[27, 53, 9648]",329440,en,The Forest,10.068999999999999,2016-01-08,The Forest,5.0,957
798,tt4982356,The Forest,The Forest,2016,109.0,"Drama,Fantasy,Horror",6.5,222.0,92,2016-01-08,The Forest,10000000,26594261,40749230,2016,"[27, 53, 9648]",329440,en,The Forest,10.068999999999999,2016-01-08,The Forest,5.0,957
799,tt1489889,Central Intelligence,Central Intelligence,2016,107.0,"Action,Comedy,Crime",6.3,138872.0,91,2016-06-17,Central Intelligence,50000000,127440871,217194805,2016,"[28, 35, 9648]",302699,en,Central Intelligence,14.478,2016-06-17,Central Intelligence,6.3,3133
800,tt1490017,The Lego Movie,The Lego Movie,2014,100.0,"Action,Adventure,Animation",7.8,304179.0,44,2014-02-07,The Lego Movie,60000000,257784718,457729388,2014,"[12, 16, 35, 10751, 14]",137106,en,The Lego Movie,19.375,2014-02-07,The Lego Movie,7.4,4839
801,tt1491044,The Iceman,The Iceman,2012,106.0,"Biography,Crime,Drama",6.9,65571.0,81,2013-05-03,The Iceman,10000000,1930282,3623609,2013,"[53, 80, 18]",68812,en,The Iceman,11.248,2012-09-01,The Iceman,6.5,562
802,tt1492841,Foreign Letters,Foreign Letters,2012,99.0,"Comedy,Drama",6.9,180.0,33,2012-03-31,Foreign Letters,40000,0,0,2012,[],176069,en,Foreign Letters,0.6,2012-04-22,Foreign Letters,5.3,3
803,tt1496422,The Paperboy,The Paperboy,2012,107.0,"Crime,Drama,Mystery",5.8,33940.0,37,2012-10-05,The Paperboy,12500000,677200,4027663,2012,"[53, 18, 9648]",82390,en,The Paperboy,8.142999999999999,2012-10-05,The Paperboy,5.5,409
804,tt1498569,Restless,Restless,2011,91.0,"Drama,Romance",6.8,16736.0,25,2011-09-16,Restless,8000000,163753,2772511,2011,"[18, 10749]",47760,en,Restless,7.268,2011-09-16,Restless,6.4,258
806,tt8136112,Restless,Restless,2018,53.0,Drama,8.4,5.0,25,2011-09-16,Restless,8000000,163753,2772511,2011,"[18, 10749]",47760,en,Restless,7.268,2011-09-16,Restless,6.4,258
808,tt1499658,Horrible Bosses,Horrible Bosses,2011,98.0,"Comedy,Crime",6.9,398695.0,34,2011-07-08,Horrible Bosses,35000000,117538559,212417601,2011,"[35, 80]",51540,en,Horrible Bosses,14.058,2011-07-08,Horrible Bosses,6.5,3842
809,tt1502404,Drive Angry,Drive Angry,2011,104.0,"Action,Fantasy,Thriller",5.4,90203.0,91,2011-02-25,Drive Angry,50000000,10721033,41042583,2011,"[14, 53, 28, 80]",47327,en,Drive Angry,14.095999999999998,2011-02-24,Drive Angry,5.3,959
810,tt1502407,Halloween,Halloween,2018,106.0,"Horror,Thriller",6.6,88395.0,36,2018-10-19,Halloween,10000000,159342015,254900667,2018,"[53, 27]",424139,en,Halloween,20.839000000000002,2018-10-19,Halloween,6.4,2020
811,tt1502712,Fantastic Four,Fantastic Four,2015,100.0,"Action,Adventure,Drama",4.3,140148.0,98,2015-08-07,Fantastic Four,120000000,56117548,167849187,2015,"[28, 12, 878]",166424,en,Fantastic Four,16.36,2015-08-07,Fantastic Four,4.4,3837
812,tt1506999,Haywire,Haywire,2011,93.0,"Action,Drama,Thriller",5.8,78681.0,83,2012-01-20,Haywire,23000000,18942396,36374700,2012,"[28, 53, 9648]",70435,en,Haywire,10.015,2011-11-06,Haywire,5.6,747
813,tt1507261,Cargo,Cargo,2011,85.0,Drama,5.2,454.0,73,2011-10-21,Cargo,4200000,0,313230,2011,"[18, 53]",106541,en,Cargo,1.925,2011-10-21,Cargo,4.4,7
